variable,mean,std,min,max
Timestep1and2,114911.93277310925,77537.56994191643,0.0,372000.0
Slding speed,101.21848739495799,35.20026196058155,50.0,200.0
Depth polishing,19.07983193277311,3.682641914545158,10.0,25.0
Particle size,15.0,0.0,15.0,15.0
Composition,16.057142857142857,8.23125314878066,11.0,32.0
Temperature,172940.60341864917,6666902.960251976,9.39934752,288498849.0
