Timestep1and2,Slding speed,Depth polishing,Particle size,Composition,Temperature,PotEng,KinEng,Total energy,Press,Von Mises stress,v_hydro,Force_X,Force_Y,Force_Z,CaseID,Total dislocation length,Dislocation length.1/2<110>,Dislocation length.1/3<100>,Dislocation length.1/3<111>,Dislocation length.1/6<110>,Dislocation length.1/6<112>,BCC phase,FCC phase,HCP phase
66600,100,10,15,11,273.91769,-1285802.4,10626.815,-1275175.6,-120.30317,0.42481071,3.9623481e-05,-104.30522400000001,-2.0643987200000002,121.9538304,CASE-1,437.9165764,38.88321844,8.017806143,0.0,9.690085278,366.6972587,194.0,256859.0,678.0
67200,100,10,15,11,273.87002,-1285836.3,10603.322,-1275233,323.94112,0.28311347,5.2529129e-05,-95.737504,-13.41120272,105.6437632,CASE-1,466.3642473,11.90296512,7.064694934,0.0,25.76052699,390.5849393,191.0,257151.0,649.0
67800,100,10,15,11,274.04596,-1285854.8,10603.692,-1275251.1,601.71525,0.26775859,6.2960785e-05,-116.21778560000001,-1.7687816000000003,143.06027200000003,CASE-1,455.3669324,31.54471601,3.315396014,0.0,21.76149569,398.7453247,195.0,257144.0,789.0
68400,100,10,15,11,274.38044,-1285915.5,10623.366,-1275292.1,1047.5129,0.27984551,7.8256314e-05,-104.312408,-10.56501152,132.3153024,CASE-1,558.5768759,4.884093362,8.995050888,7.308722325,51.6971469,447.892685,206.0,256994.0,859.0
69000,100,10,15,11,274.94177,-1285999,10662.308,-1275336.7,1320.1577,0.27011815,8.9125884e-05,-99.05234560000001,-22.6998032,113.5181216,CASE-1,658.6496412,18.59044796,0.0,0.0,55.45914149,529.3834762,191.0,256935.0,895.0
69600,100,10,15,11,274.83333,-1286025,10646.56,-1275378.5,1098.1374,0.26399706,8.2175722e-05,-88.79990400000001,-31.377592,130.6498032,CASE-1,648.2192978,29.5157107,0.0,0.0,51.18803142,547.9907338,209.0,256767.0,781.0
70200,100,10,15,11,275.01196,-1285962.7,10644.124,-1275318.5,659.71634,0.27450193,6.4112801e-05,-95.88527040000001,-23.240262400000002,118.28275200000002,CASE-1,717.6178469,25.51323661,2.694969532,0.0,58.83708915,581.8727571,197.0,256812.0,772.0
70800,100,10,15,11,274.54726,-1285969.5,10644.451,-1275325,287.92367,0.32743256,4.9963193e-05,-121.31041600000002,-2.35268448,133.4131968,CASE-1,738.4827831,31.78334908,20.23472479,0.0,54.98631634,609.0524613,207.0,256712.0,768.0
71400,100,10,15,11,274.87674,-1285925.6,10629.506,-1275296.1,129.33779,0.44146862,4.5388102e-05,-121.53251840000001,3.1941984000000003,136.2053856,CASE-1,800.1945823,13.15474893,2.308589678,0.0,49.13120796,673.9638096,218.0,256537.0,913.0
72000,100,10,15,11,274.15158,-1285949.9,10612.706,-1275337.2,10.561291,0.6147134,3.9291047e-05,-130.7676752,6.626033920000001,178.468976,CASE-1,752.4517235,32.82564639,5.872321277,0.0,42.36009679,613.2842211,214.0,256337.0,934.0
72600,100,10,15,11,274.04947,-1285926.3,10601.64,-1275324.7,30.432484,0.83450346,4.2168727e-05,-109.03288800000001,10.62288176,162.62916800000002,CASE-1,861.5048956,41.81120422,0.0,7.478811513,37.40269852,725.8063604,231.0,256328.0,848.0
73200,100,10,15,11,273.50432,-1285982.7,10618.064,-1275364.7,202.29635,0.98935003,4.7955199e-05,-96.1554768,-2.039868,155.8009184,CASE-1,602.3985048,21.38196937,6.723218154,15.08321378,18.49911002,521.5974837,206.0,256545.0,649.0
73800,100,10,15,11,274.13087,-1285982.1,10616.493,-1275365.6,460.02979,1.0574748,5.5183279e-05,-104.670312,14.84202704,122.8147952,CASE-1,620.6640486,26.79092547,7.250578923,0.0,31.34008803,529.4533802,196.0,256785.0,627.0
74400,100,10,15,11,274.36379,-1286018.5,10618.944,-1275399.5,758.27375,1.1446275,6.8959252e-05,-112.7744768,8.63128032,111.59462719999999,CASE-1,580.9805669,40.86001584,12.35250033,10.01313606,31.80383106,457.1045879,191.0,256938.0,696.0
75000,100,10,15,11,274.02535,-1286077.6,10613.75,-1275463.8,1074.4352,1.1297292,8.0909205e-05,-120.20477920000002,23.6561504,141.5024224,CASE-1,580.3948319,0.0,10.28695647,11.98066566,21.15472007,525.6157783,183.0,256883.0,861.0
75600,100,10,15,11,274.18684,-1286070.3,10626.521,-1275443.8,1161.8824,1.1217948,8.6182918e-05,-95.4310288,-7.021789920000001,144.028624,CASE-1,567.5157302,2.032417531,0.0,0.0,8.680001768,542.787009,171.0,256845.0,822.0
76200,100,10,15,11,274.29504,-1286077.1,10618.476,-1275458.6,998.09047,0.89219351,7.9066046e-05,-129.7162496,-20.2234416,156.2468,CASE-1,540.1668324,0.0,0.0,9.048314016,24.94299602,506.1755224,214.0,256818.0,690.0
76800,100,10,15,11,274.48444,-1286048.8,10624.367,-1275424.4,685.82522,0.5901944,6.7246828e-05,-119.3332624,-10.56814224,154.4777152,CASE-1,628.8556364,7.585259939,11.36132679,0.0,6.929136187,595.0580488,212.0,256951.0,564.0
77400,100,10,15,11,274.14207,-1286047.2,10615.177,-1275432,96.822791,0.43813159,4.691373e-05,-132.1702688,7.80934208,119.9367376,CASE-1,587.7915712,20.75475852,17.31360669,0.0,14.51921476,508.7750156,219.0,256650.0,680.0
78000,100,10,15,11,273.95732,-1286016.7,10620.929,-1275395.8,-163.2565,0.39162534,3.4822824e-05,-106.64750240000001,7.3885340799999994,122.54528,CASE-1,686.2553165,7.923108845,0.0,3.936357531,23.64315783,601.7550218,241.0,256529.0,721.0
78600,100,10,15,11,274.04303,-1286034.2,10601.36,-1275432.8,-102.27263,0.45569855,3.9231622e-05,-125.57109760000002,3.88248464,148.2129552,CASE-1,744.2496616,19.65039921,10.07438118,4.712633994,13.55857575,669.2973876,255.0,256462.0,645.0
79200,100,10,15,11,274.37102,-1286016.8,10632.273,-1275384.6,101.882,0.49030022,4.5908563e-05,-88.20072640000001,-9.23246512,124.52551360000001,CASE-1,676.1834655,0.0,12.4107035,4.930485271,19.21106373,617.5361464,263.0,256532.0,618.0
79800,100,10,15,11,274.73064,-1286055.1,10643.817,-1275411.2,152.8694,0.36981148,4.7753606e-05,-105.9694272,5.605728,149.1163472,CASE-1,691.0809541,10.51385215,11.78871286,0.0,7.426822037,654.8990872,227.0,256392.0,554.0
80400,100,10,15,11,274.56159,-1286091.2,10624.998,-1275466.2,461.53457,0.30054088,5.7084864e-05,-111.2251936,8.21270768,132.3616896,CASE-1,717.4202769,15.26049232,12.70847244,0.0,18.45846342,634.7704384,248.0,256256.0,643.0
81000,100,10,15,11,273.97449,-1286112.7,10619.211,-1275493.5,806.62899,0.26279868,6.7789225e-05,-101.5488304,1.4953399680000001,110.76917920000001,CASE-1,665.5602795,5.241591364,19.17731371,0.0,20.58417544,620.557199,299.0,256285.0,648.0
81600,100,10,15,11,273.9827,-1286119.5,10612.979,-1275506.5,1020.3759,0.36868053,7.7212189e-05,-122.6437872,24.8113488,133.9280032,CASE-1,630.6894911,0.0,19.52934648,0.0,22.14390555,577.9959675,281.0,256318.0,697.0
82200,100,10,15,11,274.08895,-1286121.6,10602.99,-1275518.6,1049.8321,0.38598039,7.8277249e-05,-125.88864799999999,11.354945440000002,145.1538176,CASE-1,606.6508884,0.0,4.555630255,0.0,42.94199706,538.7932776,253.0,256289.0,797.0
82800,100,10,15,11,273.68527,-1286122.1,10585.737,-1275536.3,998.84322,0.39007194,7.8976811e-05,-112.69677440000001,1.7181657600000002,117.47616800000002,CASE-1,695.3147698,10.05390712,0.0,0.0,41.19316415,630.0729468,231.0,256296.0,828.0
83400,100,10,15,11,273.99124,-1286071.9,10611.678,-1275460.2,784.50677,0.45279205,7.1427501e-05,-108.34599200000001,1.4394364160000002,139.1332176,CASE-1,619.1775687,0.0,5.141212378,0.0,56.22277466,545.7641608,229.0,256261.0,639.0
84000,100,10,15,11,274.11559,-1286070.4,10623.473,-1275446.9,460.09061,0.56066329,5.66973e-05,-95.9859216,5.2893992,122.84359520000001,CASE-1,613.0357379,0.0,13.69332447,0.0,25.0642988,545.210267,224.0,256602.0,527.0
84600,100,10,15,11,274.05409,-1286086,10619.235,-1275466.8,113.06204,0.74567348,4.5067992e-05,-95.5451776,9.06298864,133.7269008,CASE-1,653.6534214,8.740675058,9.944006039,0.0,19.9984748,559.1804885,216.0,256490.0,571.0
85200,100,10,15,11,274.23853,-1286036.9,10619.248,-1275417.6,-20.244584,0.84669923,3.9245219e-05,-106.33249920000002,37.943764800000004,129.4993168,CASE-1,580.8804725,16.73556895,0.0,0.0,24.32947901,517.637924,212.0,256508.0,640.0
85800,100,10,15,11,273.90338,-1286024.4,10595.299,-1275429.1,-159.10403,0.92092336,3.6449894e-05,-111.8857792,11.094276480000001,146.7296736,CASE-1,631.0018765,13.42553785,0.0,0.0,27.16114153,544.9284035,166.0,256447.0,703.0
86400,100,10,15,11,274.10108,-1286030.7,10607.672,-1275423,171.78046,0.92984463,4.6274088e-05,-115.34136800000002,-2.25468992,155.9283456,CASE-1,613.7681856,1.526317582,12.22762311,7.125072275,36.01434646,546.9997727,230.0,256610.0,581.0
87000,100,10,15,11,273.87957,-1286075.9,10609.707,-1275466.2,352.32567,1.0061011,5.7402285e-05,-80.71681280000001,-9.396403040000001,118.78963200000001,CASE-1,599.8681657,35.3539565,6.251160502,0.0,25.2674211,504.8654212,189.0,256505.0,556.0
87600,100,10,15,11,274.14799,-1286104.7,10620.322,-1275484.4,651.86989,1.0391638,6.5775012e-05,-97.57769280000001,-7.160319040000001,110.41616959999999,CASE-1,574.3050313,21.34678557,21.28134562,6.806537867,9.785216336,459.8555578,198.0,256608.0,499.0
88200,100,10,15,11,274.31511,-1286157.9,10623.625,-1275534.3,880.75828,1.0011591,7.4235518e-05,-99.95461920000001,10.53476112,125.5290544,CASE-1,477.3428708,34.41032958,19.385137,8.564590518,22.30904557,329.8900501,188.0,256649.0,486.0
88800,100,10,15,11,274.72613,-1286165.2,10638.644,-1275526.5,961.5026,0.88091822,7.553443e-05,-118.84071360000002,23.074683200000003,117.83920160000001,CASE-1,519.5799994,15.02531422,0.0,0.0,22.28794969,420.573313,183.0,256509.0,415.0
89400,100,10,15,11,274.87053,-1286135.1,10648.649,-1275486.5,905.44523,0.72794022,7.2760187e-05,-157.50943840000002,-10.03575856,168.69851200000002,CASE-1,441.470951,8.725402559,24.95218915,0.0,33.25755307,366.6294358,185.0,256505.0,419.0
90000,100,10,15,11,274.35411,-1286123.7,10623.296,-1275500.4,678.54013,0.53013439,6.6090146e-05,-132.7168896,-8.01466704,152.313224,CASE-1,473.2558871,24.09631987,24.0719858,14.93400102,16.91692978,378.2872717,185.0,256475.0,428.0
90600,100,10,15,11,274.54008,-1286096.2,10634.129,-1275462.1,548.45697,0.40379676,5.8612646e-05,-117.5521104,-24.949179200000003,137.2878976,CASE-1,552.3898607,17.4223321,16.25993397,7.455512951,17.38770666,453.9699712,196.0,256310.0,492.0
91200,100,10,15,11,274.6051,-1286108.9,10627.618,-1275481.2,405.85487,0.27785656,5.7314567e-05,-108.97061120000001,-1.158135712,111.3102384,CASE-1,530.6148686,16.75444315,16.03991477,0.0,23.96589035,441.2317474,155.0,256347.0,406.0
91800,100,10,15,11,274.60507,-1286081.4,10629.965,-1275451.4,227.00393,0.27104274,4.9670306e-05,-128.56978560000002,2.94555728,144.3950592,CASE-1,413.508636,16.58343598,19.64433656,0.0,28.38134706,302.439033,161.0,256554.0,434.0
92400,100,10,15,11,274.33716,-1286103.4,10632.868,-1275470.5,76.022807,0.3036145,4.411566e-05,-115.020104,0.10321614400000001,127.7217056,CASE-1,372.1606596,6.060455061,0.0,0.0,21.49608949,302.8741502,187.0,256643.0,374.0
93000,100,10,15,11,274.62139,-1286090.1,10628.444,-1275461.6,163.59574,0.35814311,4.5280313e-05,-114.06158720000002,-9.58659008,129.35912000000002,CASE-1,385.7444405,0.0,7.099946026,0.0,5.216740209,349.3014944,167.0,256661.0,362.0
93600,100,10,15,11,274.73937,-1286100,10623.295,-1275476.7,296.10114,0.3831075,5.2113816e-05,-92.972584,-17.8434816,100.46873120000001,CASE-1,420.2270488,6.086188609,13.98529102,0.0,31.11536303,334.6058798,165.0,256606.0,406.0
94200,100,10,15,11,274.46934,-1286112.9,10638.666,-1275474.2,408.21832,0.33015866,5.7770488e-05,-79.24996800000001,-8.77450016,97.8871824,CASE-1,329.4001599,0.0,26.24585796,0.0,24.43429066,278.7200113,182.0,256652.0,370.0
94800,100,10,15,11,274.75206,-1286135.2,10620.812,-1275514.4,481.95137,0.36532789,5.9389781e-05,-110.22084000000001,3.5462838400000005,125.95752800000001,CASE-1,352.6296282,3.508786503,0.0,0.0,29.97494285,305.2343998,163.0,256970.0,248.0
95400,100,10,15,11,274.57848,-1286141.3,10621.851,-1275519.5,464.09162,0.52136065,6.2086937e-05,-119.72984160000001,5.16462064,118.4676528,CASE-1,304.5956093,16.07606532,0.0,0.0,30.77193744,252.8471832,152.0,256880.0,228.0
96000,100,10,15,11,274.87704,-1286172.4,10654.582,-1275517.8,448.74988,0.59438507,5.8651104e-05,-121.9131232,17.0028832,96.58028960000001,CASE-1,297.0112797,10.44736472,0.0,0.0,40.29610929,246.2678057,125.0,257038.0,228.0
96600,100,10,15,11,274.71074,-1286191.9,10647.743,-1275544.2,301.13801,0.71474447,5.7187912e-05,-98.27708960000001,25.303702400000002,75.6338272,CASE-1,297.6178914,19.53601226,0.0,0.0,27.37417592,250.7077032,148.0,257027.0,202.0
97200,100,10,15,11,274.60752,-1286161.8,10618.359,-1275543.4,208.24469,0.76832377,5.1538686e-05,-97.215896,7.77672336,83.26618880000001,CASE-1,258.1846555,0.0,0.0,0.0,42.41878109,200.8922394,144.0,256995.0,252.0
97800,100,10,15,11,274.17026,-1286159.1,10631.356,-1275527.7,-42.839895,0.8141917,4.4957285e-05,-119.26616320000001,-12.858111840000001,114.9835136,CASE-1,307.4927775,0.0,6.702728991,0.0,42.98055129,254.7754045,173.0,256966.0,250.0
98400,100,10,15,11,274.46071,-1286151.7,10638.63,-1275513.1,-9.4331706,0.85914904,4.5467209e-05,-108.14506080000001,-12.00500272,106.9720752,CASE-1,290.8475916,0.0,0.0,0.0,27.45794852,263.3896431,182.0,256903.0,223.0
99000,100,10,15,11,274.68451,-1286156.8,10636.113,-1275520.7,40.117807,0.84864998,4.4919473e-05,-108.63903040000001,19.2242272,109.094824,CASE-1,254.5687916,0.0,0.0,0.0,6.672109431,239.2434454,164.0,257003.0,207.0
99600,100,10,15,11,274.59772,-1286144.1,10621.332,-1275522.7,-25.192114,0.84069196,4.3402345e-05,-127.5862224,38.0872752,101.3117088,CASE-1,347.6105057,0.0,16.38885845,0.0,11.7454944,310.0495105,187.0,256974.0,284.0
100200,100,10,15,11,274.47809,-1286201,10619.121,-1275581.9,180.79868,0.78360885,5.1483938e-05,-132.1070128,26.091608000000004,113.2639312,CASE-1,242.9502451,27.5432202,0.0,0.0,19.69193448,195.7150904,199.0,257016.0,231.0
100800,100,10,15,11,274.18282,-1286232.1,10625.768,-1275606.4,416.05483,0.70912687,6.2447166e-05,-112.95997600000001,13.073470720000001,103.282136,CASE-1,329.1106377,12.71321512,0.0,0.0,16.4580491,299.9393735,244.0,256830.0,217.0
101400,100,10,15,11,274.25127,-1286208,10616.572,-1275591.4,603.50804,0.56116522,6.5580786e-05,-96.35746560000001,8.897708960000001,101.33868000000001,CASE-1,405.7866185,22.29362369,5.423100819,0.0,9.95776185,358.0949013,218.0,256810.0,294.0
102000,100,10,15,11,274.98462,-1286224.1,10641.597,-1275582.5,446.80996,0.55210584,6.0022202e-05,-98.6140464,-10.017955520000001,106.39154400000001,CASE-1,386.3494667,0.0,3.652479431,0.0,15.21144883,354.1937213,215.0,256764.0,322.0
102600,100,10,15,11,275.07312,-1286237.7,10656.821,-1275580.9,364.44827,0.53877236,5.4992834e-05,-109.24516960000001,6.78253584,109.0798224,CASE-1,410.4226113,5.038722967,7.671578934,0.0,9.759394933,383.1942931,201.0,256887.0,246.0
103200,100,10,15,11,275.0645,-1286225.9,10641.875,-1275584,260.46557,0.44138455,5.340111e-05,-106.16152640000001,-4.576645760000001,113.5093696,CASE-1,419.6454511,10.1073751,4.703202558,0.0,39.606274,352.8014295,171.0,256812.0,274.0
103800,100,10,15,11,275.15028,-1286218.4,10656.956,-1275561.4,200.15788,0.36717628,5.0705387e-05,-94.989248,13.04467632,115.63632960000001,CASE-1,363.0272916,6.589465091,0.0,0.0,14.92413093,335.1300964,194.0,256855.0,269.0
104400,100,10,15,11,274.76862,-1286216.1,10655.676,-1275560.4,28.455613,0.27371197,4.4383445e-05,-93.40297600000001,-9.4513896,113.38012000000002,CASE-1,450.308927,7.688673606,0.0,0.0,11.49958448,415.8684985,230.0,256792.0,314.0
105000,100,10,15,11,275.00982,-1286246.6,10648.901,-1275597.7,7.9035017,0.18734243,4.5932375e-05,-108.5418944,-3.17519168,99.5621232,CASE-1,516.3925092,4.222661908,7.09685057,0.0,23.52966556,470.2792686,217.0,256615.0,379.0
105600,100,10,15,11,275.19374,-1286269.9,10651.305,-1275618.6,156.63846,0.21117157,4.8966709e-05,-116.97654399999999,5.29308768,104.01996160000002,CASE-1,426.1984693,30.74355521,0.0,17.67574438,35.40004242,333.644634,212.0,256726.0,369.0
106200,100,10,15,11,275.3637,-1286281.6,10653.516,-1275628.1,141.87025,0.22393058,5.1450139e-05,-77.0701552,14.51774064,86.47645920000001,CASE-1,477.1169112,0.0,0.0,4.608157049,52.88213523,391.4157168,191.0,256505.0,582.0
106800,100,10,15,11,275.34786,-1286327.7,10650.558,-1275677.1,236.37271,0.23605667,5.1399935e-05,-72.8758736,2.6676259200000003,95.3396448,CASE-1,494.9892586,12.30398052,0.0,0.0,23.91969334,435.545308,216.0,256421.0,669.0
107400,100,10,15,11,274.68913,-1286336.8,10639.966,-1275696.8,318.01936,0.24571665,5.6052577e-05,-94.8309232,15.806528,103.8782976,CASE-1,497.3226863,10.14730566,0.0,6.243224126,25.03682823,426.0302012,222.0,256302.0,652.0
108000,100,10,15,11,274.97318,-1286374.4,10657.44,-1275717,434.34761,0.36820927,6.1048549e-05,-94.51156320000001,14.827748320000001,104.75592,CASE-1,595.9201623,3.482564572,0.0,8.348734263,31.41124297,500.1690423,260.0,256178.0,696.0
108600,100,10,15,11,274.71281,-1286352.5,10630.879,-1275721.6,383.3952,0.53818661,5.9641603e-05,-96.3453824,14.14324432,98.89861760000001,CASE-1,703.4428292,0.0,0.0,0.0,4.010258369,647.3677689,313.0,255946.0,778.0
109200,100,10,15,11,274.79162,-1286389,10628.221,-1275760.8,204.15152,0.73378041,5.0531971e-05,-112.59759200000002,38.0642064,94.0383472,CASE-1,621.3696201,16.84817492,15.74909101,0.0,32.6277916,498.5773669,286.0,255911.0,620.0
109800,100,10,15,11,274.46855,-1286349.7,10616.039,-1275733.7,64.054782,0.81929104,4.6165323e-05,-116.41726080000001,16.822955200000003,105.1897808,CASE-1,575.2314815,40.33069441,6.101458474,18.30933689,46.66493152,431.0268938,304.0,256201.0,615.0
110400,100,10,15,11,274.85698,-1286379.7,10632.813,-1275746.9,137.60223,0.91546735,4.7295044e-05,-121.6389776,38.2926912,119.7081792,CASE-1,597.5119779,12.42304704,0.0,17.83730395,36.7199232,478.3525714,252.0,256269.0,573.0
111000,100,10,15,11,274.68076,-1286370.6,10623.962,-1275746.6,216.31227,0.95376492,5.1752222e-05,-121.246184,20.727673600000003,126.5151968,CASE-1,643.0320475,7.299223242,24.48623158,15.37796359,32.78380362,559.6757826,236.0,256336.0,539.0
111600,100,10,15,11,274.59206,-1286385.5,10636.714,-1275748.8,390.26086,0.93300192,5.8507638e-05,-138.9380688,4.12483104,141.9758224,CASE-1,609.2683181,12.65612294,22.33213449,7.198840931,16.96265693,508.1196487,202.0,256027.0,597.0
112200,100,10,15,11,274.79482,-1286375,10640.279,-1275734.7,630.93529,0.93213793,6.5362978e-05,-124.2367808,17.0994256,140.33568640000001,CASE-1,723.0158817,8.576905419,34.79212313,9.88279486,19.22232921,602.659214,241.0,255963.0,726.0
112800,100,10,15,11,275.09081,-1286386.3,10648.932,-1275737.3,629.71075,0.9213594,6.5177101e-05,-104.91331840000001,6.17710848,133.760392,CASE-1,861.9172454,31.38670276,38.08035303,3.782566548,63.68572795,696.4506042,244.0,255718.0,774.0
113400,100,10,15,11,275.14988,-1286376.8,10627.073,-1275749.7,669.04482,0.86017335,6.5765633e-05,-116.06185760000001,26.4176624,141.27833760000001,CASE-1,787.6968638,30.5548718,25.23232571,0.0,84.71192665,597.1769163,203.0,255750.0,811.0
114000,100,10,15,11,274.97799,-1286389.5,10649.94,-1275739.5,557.66259,0.70516788,6.5047777e-05,-125.46428000000002,23.342656,156.4346016,CASE-1,730.4411215,2.106012498,7.002325972,0.0,95.42556939,566.7693489,237.0,255779.0,781.0
114600,100,10,15,11,274.77854,-1286400.4,10639.523,-1275760.9,574.0549,0.61056635,6.4468568e-05,-141.1577152,18.4857968,164.53153600000002,CASE-1,801.5767956,20.86282572,9.542857887,0.0,56.88388685,645.3226492,259.0,255711.0,745.0
115200,100,10,15,11,274.93687,-1286390.9,10637.244,-1275753.6,648.06519,0.53305702,6.6932235e-05,-114.19250400000001,11.888227200000001,129.24484800000002,CASE-1,667.2995095,13.70739344,11.32722478,0.0,56.30535262,530.2396395,247.0,255843.0,632.0
115800,100,10,15,11,275.20025,-1286414.1,10670.616,-1275743.5,539.96616,0.47683589,6.4769951e-05,-92.70333600000001,30.1976048,97.1019744,CASE-1,691.7082699,33.81822812,0.0,0.0,69.8136759,518.1685395,230.0,255981.0,571.0
116400,100,10,15,11,275.37716,-1286417.5,10667.358,-1275750.1,395.68119,0.46404096,5.7778812e-05,-112.12803360000001,27.3709296,118.1430656,CASE-1,782.8441802,6.930531406,21.21656931,20.15779797,108.1531741,587.3423969,229.0,256023.0,548.0
117000,100,10,15,11,275.27523,-1286391,10660.633,-1275730.4,153.79111,0.39460851,4.9601133e-05,-119.23703840000002,20.567056,155.2182208,CASE-1,811.6687733,33.90791802,12.85652271,11.40182844,103.2807497,637.3660573,335.0,255686.0,532.0
117600,100,10,15,11,275.28126,-1286384.2,10659.643,-1275724.5,80.292033,0.38121064,4.5818247e-05,-123.7152928,6.252772800000001,145.4784144,CASE-1,826.1933621,9.521972895,22.68315652,11.24275873,77.78759661,630.5060207,282.0,255374.0,673.0
118200,100,10,15,11,275.49821,-1286405.4,10666.607,-1275738.8,194.28964,0.34741463,5.2662333e-05,-118.302352,-2.9261078400000002,156.282,CASE-1,709.2586252,11.35962103,16.66757126,19.1218824,56.87322025,552.7227622,326.0,255391.0,653.0
118800,100,10,15,11,275.19521,-1286411.9,10655.824,-1275756.1,325.65628,0.39601199,5.5463165e-05,-135.6040336,-26.5287584,138.07632,CASE-1,675.9564307,3.615611235,24.24660999,0.0,78.28229444,516.5211675,318.0,255354.0,635.0
119400,100,10,15,11,275.64267,-1286436.5,10664.177,-1275772.3,429.6281,0.39043508,5.9449323e-05,-98.6571808,-10.08320224,134.56981760000002,CASE-1,653.5339205,36.76097437,8.896513515,0.0,71.85026564,419.8556056,293.0,255442.0,610.0
120000,100,10,15,11,275.33644,-1286500.5,10674.08,-1275826.5,624.76011,0.37371852,6.7983644e-05,-109.04561280000001,-12.90397056,139.1189184,CASE-1,728.9207826,19.62147436,9.953831907,3.394623558,91.46694171,570.4169574,261.0,255464.0,640.0
120600,100,10,15,11,275.31923,-1286525.7,10666.761,-1275858.9,749.73479,0.42173148,6.9939583e-05,-126.22963680000001,3.53920384,148.8422928,CASE-1,710.6628979,57.62480476,25.11458424,11.393913,57.88052792,495.988093,227.0,255458.0,731.0
121200,100,10,15,11,274.96383,-1286496.9,10648.583,-1275848.3,600.53689,0.53355013,6.6616798e-05,-127.82564480000002,-10.42958624,134.1632144,CASE-1,685.3348733,14.93324987,26.20544738,26.77383546,90.68148981,442.941143,199.0,255385.0,740.0
121800,100,10,15,11,275.37417,-1286505.5,10648.411,-1275857.1,471.36235,0.60708053,5.959563e-05,-119.37582560000001,-13.74092704,125.6119904,CASE-1,747.1957928,33.85730072,6.999700084,17.45870807,106.916452,546.2989889,185.0,255466.0,651.0
122400,100,10,15,11,275.19978,-1286526.9,10652.785,-1275874.1,386.57473,0.74452779,5.6340497e-05,-124.6136032,-11.8674616,154.65134720000003,CASE-1,883.8657683,59.41586754,12.56049618,8.135084338,87.41219753,641.5176833,183.0,255557.0,606.0
