Timestep1and2,Number of particle,Composition,Temperature,Strain rate input,Strain,Stress,Total energy,Von Mises stress,CaseID,Total dislocation length,Dislocation length.1/2<110>,Dislocation length.1/3<100>,Dislocation length.1/3<111>,Dislocation length.1/6<110>,Dislocation length.1/6<112>,BCC phase,FCC phase,HCP phase
75000,55.0,11.0,301.02603,100000000.0,0.015,1.7747752,-1238013.5,1.6929012,CASE1,3696.61505732548,166.561250138759,59.856109786145,37.6273600243668,426.682944219099,2891.69604800019,656.0,234726.0,2664.0
75600,55.0,11.0,300.39706,100000000.0,0.01512,1.778455,-1238026,1.6940389,CASE1,3702.13927679517,184.356099213131,77.8993532777637,66.8836616540342,396.777162466161,2868.36094369165,687.0,234736.0,2676.0
76200,55.0,11.0,300.08175,100000000.0,0.01524,1.8089807,-1238034.1,1.7085238,CASE1,3544.45210854505,175.010230895055,83.417468681487,61.1279935985581,377.417106034166,2750.87049135829,672.0,234551.0,2708.0
76800,55.0,11.0,300.4905,100000000.0,0.01536,1.8009216,-1238057.1,1.7177628,CASE1,3804.3634159644,161.804729839099,67.0703817009882,50.6206161819582,489.256163399635,2939.96742658722,692.0,234525.0,2751.0
77400,55.0,11.0,300.42829,100000000.0,0.01548,1.8273774,-1238033.1,1.7248516,CASE1,3702.08266929878,167.592332703947,81.2869736656516,66.1948468577397,436.683436495177,2850.51455598821,727.0,234408.0,2749.0
78000,55.0,11.0,301.04015,100000000.0,0.0156,1.819884,-1238051.8,1.7134387,CASE1,3849.68629524234,173.10166174263,93.6808402777981,45.5694691455486,430.974165995551,2999.27195062241,719.0,234381.0,2785.0
78600,55.0,11.0,300.69842,100000000.0,0.01572,1.8304661,-1238082.2,1.7259096,CASE1,3821.65527222133,186.119104214389,73.8307707286779,50.0953486412511,478.961800321889,2905.18257630611,657.0,234296.0,2794.0
79200,55.0,11.0,300.62063,100000000.0,0.01584,1.8261022,-1238096.7,1.7237806,CASE1,3693.55674590536,170.417290398878,60.7315502180204,71.0740290544677,398.702844964381,2886.07826043614,658.0,234361.0,2753.0
79800,55.0,11.0,300.97257,100000000.0,0.01596,1.8412109,-1238063.5,1.7520023,CASE1,3812.19365694834,168.934614795141,73.8289909491231,59.4198492238624,479.062231829976,2904.97001751979,705.0,234273.0,2852.0
80400,55.0,11.0,301.51284,100000000.0,0.01608,1.87751,-1238113.6,1.7721635,CASE1,3794.68215908537,196.815872010497,80.3817391480373,57.9968026443334,460.933779551975,2887.3351019649,690.0,234518.0,2828.0
81000,55.0,11.0,300.91,100000000.0,0.0162,1.8748788,-1238129.7,1.7768441,CASE1,3680.26193908675,137.538300982682,75.153180731218,61.6207565465557,374.092060343818,2922.92918259704,671.0,234126.0,2805.0
81600,55.0,11.0,301.03788,100000000.0,0.01632,1.8984152,-1238135.8,1.7960888,CASE1,3701.43485796531,179.373538027324,69.7535322258165,100.985802005948,449.752160220505,2795.71292650044,680.0,234438.0,2742.0
82200,55.0,11.0,300.33757,100000000.0,0.01644,1.911244,-1238143,1.7949341,CASE1,3779.97193409638,152.61560065189,86.0354331174276,73.5601206777456,449.677437527008,2909.59530120149,636.0,234331.0,2832.0
82800,55.0,11.0,300.53777,100000000.0,0.01656,1.8993619,-1238135.2,1.796942,CASE1,3733.8952694517,157.095697559839,73.0781480690349,68.0709371273219,426.226897700716,2902.73281429976,710.0,234221.0,2896.0
83400,55.0,11.0,300.88746,100000000.0,0.01668,1.9234351,-1238134,1.8094514,CASE1,3714.85273696078,171.367025576312,61.8167983949636,58.5170972351948,495.528235698821,2820.02115568878,738.0,233977.0,2928.0
84000,55.0,11.0,300.97306,100000000.0,0.0168,1.9360359,-1238176.7,1.822302,CASE1,3728.90402165034,184.801774135406,62.5991306110812,58.4082572198544,403.161600279785,2917.87780144815,676.0,234043.0,2865.0
84600,55.0,11.0,301.08587,100000000.0,0.01692,1.9723419,-1238146.7,1.8305987,CASE1,3700.51373858437,158.952783324107,63.2689702286334,66.622563188062,424.40244719815,2849.24746126484,723.0,233949.0,2945.0
85200,55.0,11.0,300.03766,100000000.0,0.01704,1.981359,-1238181.8,1.8394629,CASE1,3799.02793428723,170.692536935061,79.3991609120985,59.1001987219408,401.209331225371,2993.78921723986,703.0,234027.0,2868.0
85800,55.0,11.0,300.73979,100000000.0,0.01716,1.9776945,-1238164.8,1.8603106,CASE1,3778.65641417955,170.406398068993,65.3499883951239,50.0941480264762,413.286252306798,2965.74477843514,721.0,233892.0,2923.0
86400,55.0,11.0,300.9947,100000000.0,0.01728,1.9978209,-1238191.3,1.8775646,CASE1,3699.90800119005,183.622135702532,54.4569507351288,49.5296163454646,416.354054850651,2865.06145972005,771.0,233704.0,3044.0
87000,55.0,11.0,300.95903,100000000.0,0.0174,2.0026113,-1238175.2,1.8764575,CASE1,3732.06919499088,141.945079836112,79.6969297245404,71.5588390824852,451.582168633075,2825.93863633952,702.0,233968.0,3003.0
87600,55.0,11.0,300.76194,100000000.0,0.01752,2.0225188,-1238212.2,1.882382,CASE1,3719.86677416323,170.472842178555,84.5105080225155,38.7842978919708,403.131869428687,2889.63181089408,729.0,233670.0,3090.0
88200,55.0,11.0,300.57408,100000000.0,0.01764,2.0252126,-1238212.6,1.9080321,CASE1,3820.99337342111,192.369024814825,75.456084416123,57.0833802504361,475.657368044945,2891.1448365625,672.0,233648.0,3068.0
88800,55.0,11.0,300.96194,100000000.0,0.01776,2.0504913,-1238207.3,1.9124216,CASE1,3799.09259865029,178.96939067585,64.422410229246,64.1640172733966,390.585393080193,2975.05998543712,737.0,233682.0,3125.0
89400,55.0,11.0,301.01662,100000000.0,0.01788,2.0409488,-1238216,1.9084619,CASE1,3865.58265086856,189.033386225045,65.4584622051281,64.2165947638226,439.280489322601,2988.17341418487,745.0,233546.0,3035.0
90000,55.0,11.0,301.06133,100000000.0,0.018,2.0631914,-1238226.5,1.9294463,CASE1,3792.66108542224,180.413780347799,63.3626613824344,67.8994005099377,449.15178789646,2920.0928954522,735.0,233451.0,3119.0
90600,55.0,11.0,301.36365,100000000.0,0.01812,2.0951126,-1238241.8,1.9375022,CASE1,3710.85166493735,162.625091002155,52.2574777379317,50.6832703695931,361.014688881977,2974.29068144588,734.0,233384.0,3099.0
91200,55.0,11.0,301.3259,100000000.0,0.01824,2.0878012,-1238286.8,1.9471246,CASE1,3753.86157196206,193.672721559687,60.9578026317044,46.3095711535347,410.15750221805,2922.61420900599,752.0,233402.0,3052.0
91800,55.0,11.0,301.31731,100000000.0,0.01836,2.110617,-1238275.8,1.9743755,CASE1,3779.37219292626,173.593072486103,56.811110478362,49.2866817095239,408.086523713632,2973.61204873554,805.0,233523.0,3095.0
92400,55.0,11.0,300.86148,100000000.0,0.01848,2.1110084,-1238299.3,1.9783943,CASE1,3681.67865015962,196.25098180371,62.4644982471013,67.5346574142534,405.042416433014,2855.81357668753,739.0,233320.0,3073.0
93000,55.0,11.0,301.37588,100000000.0,0.0186,2.129012,-1238313.5,2.0001365,CASE1,3672.41531615105,210.104230646953,56.6513235352108,50.7897168881986,402.441853201949,2806.49155331466,780.0,233431.0,2913.0
93600,55.0,11.0,300.95144,100000000.0,0.01872,2.1583797,-1238315.2,1.9956593,CASE1,3797.72431863966,185.764670357754,56.9750055482813,58.8969515555222,413.447547558308,2971.79071305811,808.0,233367.0,2987.0
94200,55.0,11.0,301.60609,100000000.0,0.01884,2.1575943,-1238334.6,1.9856784,CASE1,3843.15528639383,186.232195695226,54.2093621173782,77.2043170135034,425.825640557853,2995.34555562955,731.0,233346.0,3065.0
94800,55.0,11.0,301.11014,100000000.0,0.01896,2.1837073,-1238341.7,2.0154811,CASE1,3708.38856421864,158.677458786151,55.5153367502827,68.5056519931353,400.134841107428,2889.05900997026,756.0,233296.0,2998.0
95400,55.0,11.0,300.32082,100000000.0,0.01908,2.1761175,-1238331.3,2.0082683,CASE1,3983.52406453543,202.505194177696,54.3176617350004,38.9402753079191,434.144899051371,3155.25655908031,772.0,233262.0,2985.0
96000,55.0,11.0,301.04084,100000000.0,0.0192,2.190145,-1238362.8,2.016658,CASE1,3792.94202763017,183.453861891165,61.8146907525079,76.226694847534,468.791392639172,2894.79529001689,833.0,233023.0,2999.0
96600,55.0,11.0,301.11749,100000000.0,0.01932,2.2103224,-1238372.6,2.0409027,CASE1,3654.0808601803,170.440688079518,73.9836036804546,91.6188741262673,379.127088285489,2852.96536969769,846.0,233238.0,2913.0
97200,55.0,11.0,300.68093,100000000.0,0.01944,2.2337967,-1238396.5,2.0409447,CASE1,3820.9738770163,167.079685360201,64.9388959984298,43.835336826466,504.754107448555,2910.25990574144,839.0,232972.0,2982.0
97800,55.0,11.0,300.44676,100000000.0,0.01956,2.2223174,-1238401.7,2.0707228,CASE1,3856.75608832075,168.804544482744,64.8227473579471,60.5418391295466,483.29928654301,2966.47815487287,786.0,232982.0,3002.0
98400,55.0,11.0,301.0947,100000000.0,0.01968,2.2434585,-1238411,2.0718737,CASE1,3857.61681983264,185.610706024648,72.7301104405518,46.396564050773,473.444050136594,2973.2779608916,802.0,232947.0,3006.0
99000,55.0,11.0,301.21853,100000000.0,0.0198,2.2575265,-1238381.9,2.0857288,CASE1,3764.88586913582,161.005778002161,54.7641704397516,38.6183861163014,481.850978235711,2918.61000910384,790.0,232803.0,3019.0
99600,55.0,11.0,301.21818,100000000.0,0.01992,2.2520338,-1238444.6,2.0891632,CASE1,3875.9620236772,184.842749646188,73.8757905205588,54.1768608822335,451.318509263018,3022.18276538168,796.0,233132.0,2932.0
100200,55.0,11.0,301.00554,100000000.0,0.02004,2.3031008,-1238435.7,2.1199315,CASE1,3754.57043028258,198.56872359845,52.9709568513374,52.3651378459499,452.294253376244,2898.27699942383,819.0,232893.0,2903.0
100800,55.0,11.0,301.32266,100000000.0,0.02016,2.3000983,-1238428.1,2.1274148,CASE1,3682.07736630478,210.192716407422,66.2873765794581,68.1714937489696,417.947012952939,2847.94354759634,813.0,232763.0,2927.0
101400,55.0,11.0,300.54137,100000000.0,0.02028,2.3299801,-1238426.5,2.1124479,CASE1,3799.72219690108,207.797920925038,72.4545080867849,32.864532427674,483.803867831542,2911.59484648702,821.0,232941.0,2952.0
102000,55.0,11.0,300.58844,100000000.0,0.0204,2.3405174,-1238445.6,2.1347981,CASE1,3793.2330813728,171.671044561567,76.0154786487459,67.3950626600489,452.93604952733,2933.45502328399,778.0,233033.0,2913.0
102600,55.0,11.0,301.11584,100000000.0,0.02052,2.3281389,-1238468.2,2.141426,CASE1,3833.19460470185,158.794327063147,64.8676834887047,63.8275842054206,467.274921800866,2990.14489964104,898.0,232897.0,2890.0
103200,55.0,11.0,301.06812,100000000.0,0.02064,2.3159154,-1238436.6,2.1755456,CASE1,3717.92697594373,193.472430075252,90.389360667215,52.1312810301206,471.694972978451,2841.85369143617,824.0,232730.0,2909.0
103800,55.0,11.0,300.67101,100000000.0,0.02076,2.3586882,-1238480.9,2.1731632,CASE1,3792.69869509998,188.468315173545,87.9814271070599,77.7708794565056,444.125318892957,2926.05651242667,811.0,232997.0,2940.0
104400,55.0,11.0,300.39976,100000000.0,0.02088,2.3567406,-1238501,2.1808608,CASE1,3737.40612557721,169.452513016967,84.7530739501493,62.3304161502534,416.099559234965,2940.22591499452,889.0,232726.0,2934.0
105000,55.0,11.0,300.45205,100000000.0,0.021,2.3579193,-1238512.9,2.1745611,CASE1,3696.79878338221,188.678847268447,87.1598153534942,51.9363940102006,413.750545878649,2880.14320115897,821.0,232851.0,2885.0
105600,55.0,11.0,300.52544,100000000.0,0.02112,2.3908368,-1238512.3,2.1852092,CASE1,3712.52155507329,208.215075510861,109.220076892825,56.1340781185212,390.405907649599,2848.56916841002,918.0,232788.0,2876.0
106200,55.0,11.0,301.56593,100000000.0,0.02124,2.3933407,-1238553.9,2.2132385,CASE1,3803.32982083834,185.211992934168,110.09603886078,47.233313913557,408.484249747706,2995.6329035408,894.0,232620.0,2835.0
106800,55.0,11.0,300.68587,100000000.0,0.02136,2.3964567,-1238568.3,2.2346008,CASE1,3747.51186880894,196.324194605212,84.9407286447379,56.1641218794557,453.201791547635,2849.50461470316,909.0,232914.0,2779.0
107400,55.0,11.0,301.17858,100000000.0,0.02148,2.4379474,-1238612,2.2497519,CASE1,3906.66025141531,180.230910917624,86.6877019171293,41.9380123438933,426.674410042447,3093.86267393405,850.0,232802.0,2922.0
108000,55.0,11.0,301.07034,100000000.0,0.0216,2.4659109,-1238603,2.2580096,CASE1,3668.39895063791,198.570596928859,91.5304613822385,40.454265821724,457.352633361129,2770.52473258643,871.0,232792.0,2844.0
108600,55.0,11.0,300.38974,100000000.0,0.02172,2.4706546,-1238579.4,2.2664031,CASE1,3832.70809665202,187.432342350328,115.250765808635,51.5821335213813,448.730011875105,2926.19013129631,880.0,232531.0,2912.0
109200,55.0,11.0,301.47444,100000000.0,0.02184,2.4526824,-1238629.9,2.268303,CASE1,3750.49731264508,196.250322199048,97.1310369384151,52.6808522025399,433.662578512056,2908.69492235599,935.0,232570.0,2915.0
109800,55.0,11.0,301.26051,100000000.0,0.02196,2.4921197,-1238644.5,2.2724911,CASE1,3758.56054830562,193.609217655624,85.0428192481547,67.8878223395055,476.513071923217,2855.26467231884,907.0,232561.0,2899.0
110400,55.0,11.0,300.24949,100000000.0,0.02208,2.5154107,-1238673.9,2.3112875,CASE1,3889.8359508692,193.400421186287,74.6908631615103,57.9938265901889,432.098348547925,3026.40243646717,937.0,232504.0,2908.0
111000,55.0,11.0,300.4685,100000000.0,0.0222,2.501373,-1238660.1,2.2965796,CASE1,3785.07338064323,181.760199966118,92.3465569582444,62.6189305141729,403.16745925489,2978.44535967535,909.0,232372.0,2981.0
111600,55.0,11.0,301.23308,100000000.0,0.02232,2.5079656,-1238693.3,2.3143173,CASE1,3711.37433686373,185.805230370386,82.8868172904964,52.859937471949,444.806072883287,2860.21570035881,915.0,232422.0,2938.0
112200,55.0,11.0,301.04956,100000000.0,0.02244,2.5268832,-1238707.5,2.3137907,CASE1,3714.85224394681,180.689891659796,102.654335892137,53.8531969686985,440.751448441817,2869.11319717034,919.0,232375.0,2935.0
112800,55.0,11.0,300.76276,100000000.0,0.02256,2.5421098,-1238724.5,2.3572403,CASE1,3954.56792757956,177.427678315511,106.587447560766,49.565547171826,478.672773746215,3070.96177001264,961.0,232395.0,3053.0
113400,55.0,11.0,300.86738,100000000.0,0.02268,2.5437649,-1238715,2.3402655,CASE1,3798.21170940062,189.690246375981,99.9266504064292,35.6221009175867,478.06217164901,2912.83857594188,917.0,232150.0,3102.0
114000,55.0,11.0,300.83914,100000000.0,0.0228,2.5791757,-1238730.6,2.3431509,CASE1,3756.60234048166,193.930700195771,84.8888649501146,44.4398128556914,530.403798719239,2795.79194390152,985.0,232217.0,3041.0
114600,55.0,11.0,300.68203,100000000.0,0.02292,2.5589722,-1238740.1,2.3702021,CASE1,3765.72198908044,218.876570781843,81.7785074715227,39.00085239579,440.412623597744,2928.3181939706,917.0,232032.0,3152.0
115200,55.0,11.0,300.976,100000000.0,0.02304,2.5938598,-1238747.2,2.3924607,CASE1,3711.50268838738,182.169234125116,92.0917368724663,21.317396723131,545.471675495287,2796.79926289763,981.0,232054.0,3123.0
115800,55.0,11.0,301.19397,100000000.0,0.02316,2.6028024,-1238741,2.3864604,CASE1,3917.58608282237,204.986320740685,79.3067805349595,64.9960309962035,496.623130954055,3002.9543067331,933.0,232140.0,3146.0
116400,55.0,11.0,301.29245,100000000.0,0.02328,2.6093703,-1238777.6,2.3978961,CASE1,3805.8015069806,191.209078127596,81.8701603647348,35.3058770304658,510.113807940141,2899.5153743058,954.0,231976.0,3217.0
117000,55.0,11.0,300.65645,100000000.0,0.0234,2.6122348,-1238766.5,2.393518,CASE1,3769.46716367029,169.43240432107,93.2382034687739,34.4606069739978,422.027232864299,2953.59820553522,978.0,231964.0,3179.0
117600,55.0,11.0,300.88807,100000000.0,0.02352,2.6262634,-1238786.8,2.3967076,CASE1,3764.25405390549,166.74180525457,100.072686655371,45.4987403062649,469.392899875906,2877.25436903936,1003.0,231903.0,3194.0
118200,55.0,11.0,300.75088,100000000.0,0.02364,2.6125351,-1238799.6,2.392464,CASE1,3954.29097639894,199.53882759827,93.0377567592401,32.6792309582152,518.542887525244,3010.10833892395,912.0,231553.0,3355.0
118800,55.0,11.0,301.23735,100000000.0,0.02376,2.6322278,-1238813.9,2.4173963,CASE1,3942.69599936057,183.779881926103,98.8546604555372,54.278776990438,514.90214632801,3021.21143710315,945.0,231749.0,3289.0
119400,55.0,11.0,301.49854,100000000.0,0.02388,2.6609694,-1238851.8,2.4225119,CASE1,3983.30451461271,161.462164676101,94.9793336668444,45.5590489671357,540.582252337458,3039.96790212997,954.0,231608.0,3404.0
120000,55.0,11.0,301.09313,100000000.0,0.024,2.6448324,-1238844.4,2.4307583,CASE1,3595.64583475415,217.510504388104,88.1885949702974,41.9120544871672,487.36860310081,2664.68479079827,973.0,231547.0,3412.0
120600,55.0,11.0,301.15953,100000000.0,0.02412,2.6763473,-1238829.2,2.4544904,CASE1,3821.20437982646,138.112890707556,101.290254667952,17.6417241791103,494.028432884758,2975.30098958392,959.0,231355.0,3488.0
121200,55.0,11.0,301.25404,100000000.0,0.02424,2.6598015,-1238849.6,2.4665871,CASE1,3831.95686870075,133.972183089957,100.642345700623,41.6612720133383,461.09721958435,2996.7521750177,980.0,231359.0,3484.0
121800,55.0,11.0,301.79599,100000000.0,0.02436,2.6941961,-1238820,2.4759705,CASE1,3917.31533084522,185.151398764051,77.491643218107,11.4862867577613,505.399316296776,3063.00391948437,966.0,231429.0,3511.0
122400,55.0,11.0,301.15813,100000000.0,0.02448,2.7016362,-1238839.1,2.4913871,CASE1,3815.66512277518,171.093485633311,59.5220707114467,29.3901267619582,467.941575679603,3005.30367002101,943.0,231608.0,3479.0
123000,55.0,11.0,300.98764,100000000.0,0.0246,2.7110073,-1238887.6,2.512131,CASE1,3794.28371865029,194.785345241776,81.1142382786741,29.4464054226584,490.360768103202,2942.80904817576,930.0,231582.0,3426.0
123600,55.0,11.0,300.89411,100000000.0,0.02472,2.7271468,-1238860.9,2.5298383,CASE1,3852.92009559523,181.894636117407,56.2756607900476,22.369583429122,528.408627361942,2978.67895166287,972.0,231431.0,3409.0
124200,55.0,11.0,301.14169,100000000.0,0.02484,2.7430888,-1238883.6,2.512023,CASE1,3985.16843855899,177.428135400641,96.4026404050988,43.9610447570349,481.316845524047,3142.67992482957,986.0,231531.0,3412.0
124800,55.0,11.0,300.92728,100000000.0,0.02496,2.74821,-1238910.6,2.5315889,CASE1,4028.20249643951,159.543078076214,93.279467042319,30.2125212227294,532.967978117938,3153.0249869993,993.0,231544.0,3411.0
125400,55.0,11.0,300.44606,100000000.0,0.02508,2.7634477,-1238919.5,2.5265661,CASE1,3898.3419511648,151.273921592106,87.5611652302979,23.4144894353218,498.375026039044,3079.32454922471,1014.0,231364.0,3488.0
126000,55.0,11.0,301.81011,100000000.0,0.0252,2.784142,-1238924,2.5482933,CASE1,3909.62193241039,164.968173676563,92.9974173442255,38.7497387927279,524.317564997083,3012.54005904378,1002.0,231329.0,3411.0
126600,55.0,11.0,301.30916,100000000.0,0.02532,2.7919466,-1238930.2,2.5600663,CASE1,3946.11051952882,127.853723940571,91.4741657066713,41.6796073756731,520.510702615928,3105.50855103433,1019.0,231253.0,3532.0
127200,55.0,11.0,301.41475,100000000.0,0.02544,2.7853983,-1238963.3,2.5646448,CASE1,3992.04291071084,159.028897250463,73.4427017924884,43.360136028103,510.069736261883,3114.25281912904,1031.0,231298.0,3494.0
127800,55.0,11.0,300.73012,100000000.0,0.02556,2.8035977,-1238973,2.585564,CASE1,3963.31216444056,186.559605743851,88.8364322693016,24.2134906347535,546.936271044,3064.2790505901,930.0,231381.0,3463.0
128400,55.0,11.0,300.20032,100000000.0,0.02568,2.8042754,-1238975,2.5800304,CASE1,3922.27819197242,148.954225337756,70.9848881556615,48.9265940163994,505.599262214489,3046.83273966351,962.0,231177.0,3457.0
129000,55.0,11.0,300.71047,100000000.0,0.0258,2.8326256,-1238974.8,2.6134945,CASE1,3986.8941565205,191.458119232473,67.1550887747448,28.4298996128051,551.150819421005,3057.90253323897,1029.0,231210.0,3376.0
129600,55.0,11.0,301.02081,100000000.0,0.02592,2.8182498,-1238960.5,2.599341,CASE1,3882.63392155937,154.188727402278,78.5882239988222,39.9661180708431,480.9389419805,3067.62819785211,990.0,231013.0,3471.0
