param_n_estimators,param_max_depth,param_subsample,param_colsample_bytree,mean_R2,std_R2,mean_test_MAE,mean_test_MSE,mean_test_RMSE,rank,mean_fit_time,std_fit_time
1000,6,0.8,0.8,-556758.2272336166,787375.0842113743,120.46818033854167,82543.78125,282.3251358294483,55,11.08497142791748,0.09018338637339969
600,6,0.8,0.8,-558531.9518655116,789883.5634555927,118.2674331665039,80604.9296875,278.5669882118206,56,6.456053256988525,0.06860827376682982
1000,4,0.6,0.8,-559655.2454549372,791472.1364054974,118.50511678059895,80813.92447916667,278.7599817878625,57,6.530010064442952,0.04070095910070455
600,4,0.6,0.8,-563164.2233654112,796434.6274155183,117.00752766927083,79225.42317708333,275.61438729919206,58,3.88036839167277,0.02902709892192959
1000,4,0.8,0.8,-564005.9133602133,797624.9073350329,118.90563710530598,80973.02734375,279.15268131514625,59,6.510893742243449,0.04338667736075999
1000,8,0.6,0.8,-564620.6874157209,798494.2781126893,120.8305180867513,82865.06901041667,282.4827717082628,60,15.82926869392395,0.42218834709296055
1000,6,0.6,0.8,-566629.9286864387,801335.792885422,120.40585327148438,82781.04557291667,282.40662006859634,61,10.70315416653951,0.12417040434238569
600,6,0.6,0.8,-566747.3188886544,801501.8638410633,118.13473510742188,80699.43229166667,278.3593115907799,62,6.2684604326883955,0.11758447328881523
600,8,0.6,0.8,-567497.2889619445,802562.456785875,118.65759785970052,81030.03776041667,278.90820158711637,63,9.47869880994161,0.2562136268341752
600,4,0.8,0.8,-567772.8503253584,802952.206008518,117.15010325113933,79389.796875,276.09228492229136,64,3.910143772761027,0.009757273123540465
