param_n_estimators,param_max_depth,param_subsample,param_colsample_bytree,mean_R2,std_R2,mean_test_MAE,mean_test_MSE,mean_test_RMSE,rank,mean_fit_time,std_fit_time
600,8,0.6,0.8,-110251.63880185287,129884.66185529056,2142833.5416666665,1084539612255573.4,30440398.527550828,176,14.187165260314941,0.16261769397097497
600,6,0.8,0.5,-111222.4332606544,140902.02009542237,2112598.9375,1088949243434325.4,29870844.18154894,177,7.704367558161418,0.03918042461942159
1000,4,0.5,0.5,-111336.93435350557,143385.85066602923,2104020.375,1089497287972181.4,29689652.611292582,178,7.848729530970256,0.03116573680563725
600,6,0.8,0.6,-112004.14707718293,139875.15729162242,2152167.625,1092417247772672.0,30075341.167954665,179,7.826663255691528,0.046004442799713954
600,4,0.6,0.5,-112444.83348739643,139416.47224223762,2061450.1458333333,1094366472262997.4,30177019.817712147,180,4.708523750305176,0.02862530255824573
1000,6,0.6,0.8,-112748.4245442152,137664.70503951644,2170576.625,1095723052782933.4,30339227.653364107,181,14.47634243965149,0.11225529324392805
1000,4,0.5,0.8,-113341.11064491172,130402.20178073019,2194694.3958333335,1098292958767786.6,30832559.61523484,182,8.726463874181112,0.0336145163850441
1000,6,0.5,0.6,-113901.31683801115,146341.0514215132,2134440.7083333335,1100921755577002.6,29897636.710880708,183,12.67283590634664,0.09600910546610697
600,6,0.8,0.8,-114814.90216471255,141069.96081983217,2155962.3333333335,1104936509811370.6,30431300.28171611,184,8.821584860483805,0.05732440511726477
600,8,0.8,0.6,-114866.11335805555,143855.84437785714,2180025.5,1105175683006464.0,30249883.204951227,185,11.791333039601644,0.0649544189504353
600,8,0.8,0.8,-115157.19086318712,141213.06437562744,2166826.1458333335,1106457909701290.6,30473539.85177393,186,13.449763615926107,0.14153985180051903
