param_n_estimators,param_max_depth,param_num_leaves,param_subsample,param_colsample_bytree,mean_R2,std_R2,mean_test_MAE,rank,mean_fit_time,std_fit_time
300,-1,31,0.8,0.6,0.09252012264848762,0.09372236194162835,70.0836680729138,1,2.6055537859598794,0.005611674110503486
300,-1,31,0.6,0.6,0.09252012264848762,0.09372236194162835,70.0836680729138,1,2.6078317165374756,0.01339870070826909
300,8,31,0.6,0.6,0.09175036186267209,0.09743523975233345,70.063047841288,3,1.9231027762095134,0.009854393904192163
300,8,31,0.8,0.6,0.09175036186267209,0.09743523975233345,70.063047841288,3,1.9216508865356445,0.010149887236327747
300,8,63,0.6,0.6,0.09167802224344024,0.09699212968618462,70.07361614360136,5,1.9881962140401204,0.017771800416841184
300,8,63,0.8,0.6,0.09167802224344024,0.09699212968618462,70.07361614360136,5,1.9815603892008464,0.017675700702091034
300,-1,63,0.8,0.6,0.08597253910476939,0.09554385953610092,70.38651623585135,7,4.396580775578816,0.03748150962402226
300,-1,63,0.6,0.6,0.08597253910476939,0.09554385953610092,70.38651623585135,7,4.4169762134552,0.05597570903030079
300,-1,31,0.6,0.8,0.08543585934957293,0.15358027333869653,71.69919414025846,9,3.2600150108337402,0.02070160350423355
300,-1,31,0.8,0.8,0.08543585934957293,0.15358027333869653,71.69919414025846,9,3.2605254650115967,0.023294668392595214
300,8,31,0.6,0.8,0.08288365428688255,0.10362108810973687,70.15905841724039,11,2.2951980431874595,0.0030713491018891314
300,8,31,0.8,0.8,0.08288365428688255,0.10362108810973687,70.15905841724039,11,2.29383118947347,0.002520569527366536
300,-1,31,0.8,0.8,0.08259492043318814,0.10209758521806962,70.2510121417838,13,3.2522698243459067,0.02389043488527709
300,-1,31,0.6,0.8,0.08259492043318814,0.10209758521806962,70.2510121417838,13,3.248114506403605,0.02175711775387209
300,8,63,0.6,0.8,0.08123917852568507,0.10615101769163561,70.27311817475653,15,2.3438307444254556,0.003163587654603473
300,8,63,0.8,0.8,0.08123917852568507,0.10615101769163561,70.27311817475653,15,2.345313310623169,0.0050014872662350164
300,8,31,0.8,0.8,0.08062593432874436,0.16083899364957624,71.63116240873283,17,2.5338290532430015,0.006794991722528508
300,8,31,0.6,0.8,0.08062593432874436,0.16083899364957624,71.63116240873283,17,2.5314714908599854,0.009289973111221326
300,-1,31,0.6,0.6,0.07844942856705706,0.1642167065465348,72.75456594190764,19,2.6376895109812417,0.028763432467667504
300,-1,31,0.8,0.6,0.07844942856705706,0.1642167065465348,72.75456594190764,19,2.5986267725626626,0.016858574543437446
300,-1,63,0.8,0.8,0.07594662616869875,0.09829337133689485,70.63981011587136,21,5.488825718561809,0.048428700156848574
300,-1,63,0.6,0.8,0.07594662616869875,0.09829337133689485,70.63981011587136,21,5.493290106455485,0.05159635132941626
300,8,31,0.8,0.6,0.07487314568964877,0.16798662015898236,72.9539858782695,23,2.0942747592926025,0.0066204308392676155
300,8,31,0.6,0.6,0.07487314568964877,0.16798662015898236,72.9539858782695,23,2.093297084172567,0.00511582435299574
300,-1,63,0.6,0.8,0.07439975768989283,0.15096840351164492,72.31532376699771,25,5.694008191426595,0.019791410902300795
300,-1,63,0.8,0.8,0.07439975768989283,0.15096840351164492,72.31532376699771,25,5.675693432490031,0.0487624512405443
300,8,63,0.8,0.8,0.07400264577033812,0.1649542437849681,71.75561146636825,27,2.7610885302225747,0.0408309935863057
300,8,63,0.6,0.8,0.07400264577033812,0.1649542437849681,71.75561146636825,27,2.764241933822632,0.034279008996323634
300,-1,63,0.6,0.6,0.07190578935434128,0.16072305938324458,73.3885318958966,29,4.5421070257822675,0.04039239230085196
300,-1,63,0.8,0.6,0.07190578935434128,0.16072305938324458,73.3885318958966,29,4.547856251398723,0.038689906391264545
300,8,63,0.8,0.6,0.07177488996932954,0.16958215089561332,73.0280988010323,31,2.324905792872111,0.04569704570703726
300,8,63,0.6,0.6,0.07177488996932954,0.16958215089561332,73.0280988010323,31,2.321965138117472,0.03496874988424649
500,8,31,0.6,0.6,0.050198167350910726,0.14554801478413396,72.75427598010533,33,3.0646401246388755,0.02453710744641382
500,8,31,0.8,0.6,0.050198167350910726,0.14554801478413396,72.75427598010533,33,3.0762131214141846,0.011646598060413318
500,-1,31,0.8,0.6,0.04910998054324441,0.14144816197063306,73.0782836779984,35,4.443934917449951,0.017496761539581972
500,-1,31,0.6,0.6,0.04910998054324441,0.14144816197063306,73.0782836779984,35,4.437905947367351,0.01852369715618226
500,8,63,0.6,0.6,0.0487183058525224,0.14718081181043113,72.85883108878572,37,3.193700631459554,0.044898985687249045
500,8,63,0.8,0.6,0.0487183058525224,0.14718081181043113,72.85883108878572,37,3.158412218093872,0.018529382765935156
500,-1,31,0.8,0.8,0.0405225637667416,0.15185134151759355,72.98756853510831,39,5.565226236979167,0.036960779216175126
500,-1,31,0.6,0.8,0.0405225637667416,0.15185134151759355,72.98756853510831,39,5.528910557428996,0.034642826881614214
500,8,31,0.6,0.8,0.04014175066632453,0.1570279168944463,72.80146335360791,41,3.611511548360189,0.006877646689459871
500,8,31,0.8,0.8,0.04014175066632453,0.1570279168944463,72.80146335360791,41,3.609006961186727,0.00875320675907989
500,8,63,0.6,0.8,0.03973395286999643,0.15712656515331103,72.82444714087352,43,3.6840832233428955,0.0006619894678189213
500,8,63,0.8,0.8,0.03973395286999643,0.15712656515331103,72.82444714087352,43,3.6991349856058755,0.009672721297856646
500,-1,63,0.8,0.6,0.035769957991072604,0.1424166820653122,73.87319991214838,45,7.379894971847534,0.06605505995232293
500,-1,63,0.6,0.6,0.035769957991072604,0.1424166820653122,73.87319991214838,45,7.381613810857137,0.07112506975058734
500,-1,31,0.6,0.8,0.02775094981836035,0.21399044826593977,75.92520515603032,47,5.425753990809123,0.0391840024725658
500,-1,31,0.8,0.8,0.02775094981836035,0.21399044826593977,75.92520515603032,47,5.427944342295329,0.03604217435029075
500,-1,63,0.8,0.8,0.026216147630518077,0.14689612488528087,73.89505992590725,49,9.309134244918823,0.1264033890317092
500,-1,63,0.6,0.8,0.026216147630518077,0.14689612488528087,73.89505992590725,49,9.312569459279379,0.11708131736037805
500,-1,31,0.6,0.6,0.020410091151682335,0.22412055260801828,76.81491408490518,51,4.385311921437581,0.03649544494077821
500,-1,31,0.8,0.6,0.020410091151682335,0.22412055260801828,76.81491408490518,51,4.398798783620198,0.016817951035754748
500,8,31,0.8,0.8,0.020155156174170425,0.22602393377155297,75.55962562864607,53,4.075464566548665,0.02119275203721128
500,8,31,0.6,0.8,0.020155156174170425,0.22602393377155297,75.55962562864607,53,4.078505992889404,0.022181468081183153
500,8,63,0.8,0.8,0.015078008526584455,0.22716360926561568,75.63714839577277,55,4.382360299428304,0.05026224858471161
500,8,63,0.6,0.8,0.015078008526584455,0.22716360926561568,75.63714839577277,55,4.355173587799072,0.027905372006806983
500,8,31,0.8,0.6,0.014202808839250366,0.2328073140076891,76.99261285399263,57,3.4489964644114175,0.019718362930128203
500,8,31,0.6,0.6,0.014202808839250366,0.2328073140076891,76.99261285399263,57,3.4568987687428794,0.016879416369921945
500,-1,63,0.6,0.8,0.011341761893697363,0.21366277499834266,76.69365741408568,59,9.301424503326416,0.0643903374118619
500,-1,63,0.8,0.8,0.011341761893697363,0.21366277499834266,76.69365741408568,59,9.292962233225504,0.0650385423320316
500,8,63,0.8,0.6,0.009533687886392547,0.23414829672622664,77.08575578412228,61,3.750507672627767,0.06396369595048867
500,8,63,0.6,0.6,0.009533687886392547,0.23414829672622664,77.08575578412228,61,3.7438836097717285,0.06376962891989622
500,-1,63,0.6,0.6,0.008936130597851403,0.2195533679757867,77.7510115844254,63,7.5122950077056885,0.09163704693070994
500,-1,63,0.8,0.6,0.008936130597851403,0.2195533679757867,77.7510115844254,63,7.518893400828044,0.08446090095802523
300,8,31,0.8,0.8,-0.0841673873491741,0.28825129036370534,80.32700826528021,65,2.0786283810933432,0.02146523321797206
300,8,31,0.6,0.8,-0.0841673873491741,0.28825129036370534,80.32700826528021,65,2.0686168670654297,0.008359905270280356
300,8,63,0.8,0.8,-0.09182556599156605,0.29806470363670895,80.29473960056374,67,2.092329978942871,0.0066546820499557985
300,8,63,0.6,0.8,-0.09182556599156605,0.29806470363670895,80.29473960056374,67,2.115281105041504,0.0034052652244272222
300,-1,31,0.6,0.8,-0.09845902425714266,0.28699208642905444,81.68496425980702,69,3.202728509902954,0.019975524810575542
300,-1,31,0.8,0.8,-0.09845902425714266,0.28699208642905444,81.68496425980702,69,3.211702823638916,0.01794079837814665
300,8,31,0.8,0.6,-0.10539523638364756,0.2967560366243011,81.51482481765119,71,1.7558604876200359,0.01223780876164969
