param_n_estimators,param_max_depth,param_subsample,param_colsample_bytree,mean_R2,std_R2,mean_test_MAE,mean_test_MSE,mean_test_RMSE,rank,mean_fit_time,std_fit_time
1000,8,0.6,0.8,-0.10349325557247276,0.29880609273755016,79.55674489339192,27214.697916666668,159.68636322021484,1,31.959445079167683,0.3281369505890296
1000,6,0.8,0.6,-0.10661288768117334,0.3026245697645114,79.65191141764323,25963.051432291668,156.161257425944,2,13.878442684809366,0.11389914533717886
1000,6,0.6,0.8,-0.10807995438033553,0.3178869714174351,79.53173573811848,27194.5771484375,159.3778533935547,3,15.526856978734335,0.017695317394312467
1000,8,0.8,0.8,-0.1129724404389898,0.27194649784927305,79.42056020100911,27746.291015625,161.21739959716797,4,33.73751997947693,0.4824827012743159
1000,6,0.6,0.6,-0.12133089333054288,0.35915663777072476,80.56331380208333,26610.104166666668,157.59149169921875,5,13.34275476137797,0.25174052804431424
1000,8,0.6,0.6,-0.12221235046920191,0.348378138734185,80.94837951660156,26291.607096354168,157.10572560628256,6,27.07137068112691,0.374406403592099
1000,6,0.8,0.8,-0.12741481464967352,0.2862439120551431,79.91807047526042,28253.061848958332,162.21065266927084,7,15.935341517130533,0.040513483177556674
1000,8,0.8,0.6,-0.13127667128023415,0.314185027099294,80.38131205240886,25841.77734375,156.15169270833334,8,28.592931111653645,0.16363138145871928
2000,8,0.6,0.8,-0.15406200092256336,0.3010431298076187,82.21489969889323,28315.456380208332,163.00439453125,9,69.78911685943604,0.35601780624484736
2000,8,0.8,0.8,-0.1577199217498493,0.27645314885617117,81.7075424194336,28717.639322916668,164.15494791666666,10,71.05753389994304,0.9222753172673853
1000,6,0.8,0.6,-0.1639861837475706,0.44111990343523566,83.5259017944336,29615.175130208332,164.54231770833334,11,11.13250700632731,0.17991605853149856
2000,8,0.6,0.6,-0.1729995402422457,0.3548469483959362,83.48241678873698,27349.5283203125,160.33562469482422,12,58.14302428563436,0.31471905049106474
2000,8,0.8,0.6,-0.1739963713303988,0.31833618194870056,82.45037587483723,26710.890625,158.8621393839518,13,59.12166897455851,0.4545721394785473
2000,6,0.8,0.6,-0.1758769824763529,0.3152002726325019,82.54373677571614,27259.458984375,160.0789540608724,14,27.6266188621521,0.08668945394671146
4000,8,0.6,0.8,-0.18070714376687025,0.29977692588262167,83.83462778727214,28985.788736979168,165.03858693440756,15,147.40816156069437,0.16633354728545216
4000,8,0.8,0.8,-0.18271135148885956,0.27740745027041347,83.15599314371745,29329.177734375,166.00382232666016,16,145.92868645985922,0.6834305388016182
2000,6,0.6,0.8,-0.18900254026186605,0.33164553515443257,83.00783793131511,28729.799479166668,163.92813618977866,17,32.6565211613973,0.2303487153006867
1000,8,0.8,0.6,-0.18964332961902505,0.44830451364063406,83.80928802490234,29547.240559895832,164.76466115315756,18,18.750308752059937,0.2596899734346284
4000,8,0.8,0.6,-0.198139851393883,0.31886278676120144,83.77079264322917,27251.647135416668,160.58800506591797,19,121.79189348220825,1.9308874937208143
2000,6,0.8,0.8,-0.20091452146921618,0.29459794652267396,83.27006022135417,29749.846028645832,166.5616709391276,20,33.006748835245766,0.4543869086177443
4000,8,0.6,0.6,-0.2021757863197813,0.35518916217198676,85.06027730305989,28002.993489583332,162.36575571695963,21,122.78562847773235,0.75268916458951
2000,6,0.6,0.6,-0.20455632699709994,0.38369303202847543,84.00473022460938,28186.046875,162.11539204915366,22,27.367177724838257,0.0977821202861019
1000,6,0.8,0.8,-0.222076286571403,0.4868280353923879,83.86069234212239,31135.679361979168,168.40447235107422,23,12.77689035733541,0.22511682419461024
4000,6,0.8,0.6,-0.23365949522375964,0.31736868667019574,85.17302703857422,28418.643229166668,163.6799519856771,24,56.21715799967448,0.3783531673878589
1000,8,0.6,0.6,-0.24327830806897702,0.5375448227763214,82.83059692382812,28928.500325520832,163.2224324544271,25,17.26739199956258,0.273560492694065
1000,6,0.6,0.6,-0.24744496058551227,0.5731090015380497,83.54825846354167,29497.4912109375,164.13560485839844,26,10.577581087748209,0.1402371118309378
1000,8,0.8,0.8,-0.2545250245959623,0.5011097186927034,84.07230631510417,31368.4072265625,169.27841186523438,27,21.50099237759908,0.15624352043068046
4000,6,0.6,0.8,-0.2545280717139424,0.33173679516338317,86.10009002685547,30084.0634765625,167.99344889322916,28,67.33455880482991,0.6076367538799695
4000,6,0.8,0.8,-0.2603943983884708,0.2960227208746253,86.35577646891277,31183.992513020832,170.70818583170572,29,66.62145884831746,0.08237259294938373
2000,6,0.8,0.6,-0.26756670905873314,0.4827351241165766,87.99361419677734,32037.171875,170.8890864054362,30,22.63537581761678,0.02937567414189845
1000,6,0.6,0.8,-0.26766737633942433,0.5711382339321036,83.30111694335938,30425.165364583332,166.41334788004556,31,11.828668038050333,0.05064149732466475
2000,8,0.8,0.6,-0.27025245004885295,0.47861877057170515,87.5907211303711,31537.1279296875,170.1786092122396,32,38.84900903701782,0.22284022278125537
4000,6,0.6,0.6,-0.270256932716474,0.38902119238107535,86.99531555175781,29537.684895833332,166.14898173014322,33,56.30199138323466,0.1643034540974752
1000,8,0.6,0.8,-0.2976382610349903,0.5776882061508827,83.51284281412761,30392.314453125,166.8414738972982,34,19.737516562143963,0.2972759188006916
4000,8,0.8,0.6,-0.3127140314582227,0.48187771265687157,89.90539042154948,32565.5546875,173.18089294433594,35,80.208242893219,0.3596974157863765
