Timestep1and2,Number of particle,Strain rate,Intensity,Composition,Temperature,Strain,Stress,v_p1,v_p2,v_p3,v_p4,Total energy,Press,Von Mises stress,v_hydro,CaseID,Total dislocation length,Dislocation length.1/2<110>,Dislocation length.1/3<100>,Dislocation length.1/3<111>,Dislocation length.1/6<110>,Dislocation length.1/6<112>,BCC phase,FCC phase,HCP phase
0,55,1000000000,0,11,300.26392,3.5441515e-16,-0.017841123,3.5441515e-16,-0.017841123,-0.0069153944,-0.0077566224,-1301987.6,108.37713,0.1918067,5.0316122e-05,CS0,1501.91709557808,22.5584603922874,28.821926240988,0.0,144.190007477871,1289.63615698089,554.0,190218.0,1645.0
600,55,1000000000,0,11,300.06934,0.00012,0.0027004102,0.00012,0.0027004102,-0.0026989915,0.00099951993,-1302185.7,-3.3364619,0.15579794,4.6584171e-05,CS0,1424.00666541877,40.7755158413355,11.8306739064385,0.0,117.312391500429,1234.62365537617,576.0,190198.0,1579.0
1200,55,1000000000,0,11,300.5988,0.00024,-0.0011631505,0.00024,-0.0011631505,-0.004219839,0.0022641075,-1302251.2,10.396273,0.1608397,4.7356829e-05,CS0,1569.57844881663,26.4329755524219,13.3486157059899,0.0,201.594279266008,1310.13377922668,599.0,190205.0,1637.0
1800,55,1000000000,0,11,299.94342,0.00036,0.0097318737,0.00036,0.0097318737,0.0071790714,0.0069832151,-1302334.0,-79.6472,0.18264626,4.5008219e-05,CS0,1600.37415006501,28.7586851362351,15.5692001531631,0.0,179.003429428649,1361.48511177084,578.0,190075.0,1644.0
2400,55,1000000000,0,11,300.51156,0.00048,0.014430512,0.00048,0.014430512,-0.0065702856,0.011207472,-1302403.4,-63.558996,0.16753301,4.5504245e-05,CS0,1501.92511984429,33.4766541849926,12.8598562227603,0.0,170.136206318862,1271.84040848821,614.0,190207.0,1500.0
3000,55,1000000000,0,11,300.11989,0.0006,0.02247098,0.0006,0.02247098,0.0060127669,0.017216234,-1302157.2,-152.33327,0.16588082,4.2729689e-05,CS0,1532.26259713206,21.0662191460187,12.2137345775864,0.0,181.791594606252,1303.67258672615,607.0,190474.0,1420.0
3600,55,1000000000,0,11,300.39768,0.00072,0.032711062,0.00072,0.032711062,0.0082173396,0.019985904,-1302487.2,-203.04769,0.1498972,4.1595464e-05,CS0,1451.04966815081,26.1704195093143,12.4191316256954,0.0,198.248791259552,1189.92330163648,601.0,190171.0,1672.0
4200,55,1000000000,0,11,299.56404,0.00084,0.038709126,0.00084,0.038709126,0.006949594,0.017891246,-1302520.0,-211.83322,0.15871529,4.1739524e-05,CS0,1565.76302718357,7.56946971501523,6.58900349765676,0.0,262.779427340113,1277.0688834795,584.0,190101.0,1666.0
4800,55,1000000000,0,11,300.36537,0.00096,0.045561655,0.00096,0.045561655,0.012729764,0.035018655,-1302600.0,-311.03358,0.13892682,3.8584996e-05,CS0,1549.78051313475,7.68573212448991,12.6891377384201,0.0,176.802218813276,1335.19551776286,592.0,190271.0,1639.0
5400,55,1000000000,0,11,300.72546,0.00108,0.050243376,0.00108,0.050243376,0.0023790204,0.021945665,-1302603.2,-248.56021,0.16496285,4.0571044e-05,CS0,1532.79770867531,20.090514615241,11.1702973233239,0.0,185.708251812993,1294.7900969013,566.0,190165.0,1627.0
6000,55,1000000000,0,11,300.93365,0.0012,0.058280709,0.0012,0.058280709,0.00014602741,0.025039039,-1302494.1,-278.21925,0.17832586,3.9228311e-05,CS0,1477.75227425292,10.2831508025732,0.0,0.0,210.074031088319,1247.66620351138,583.0,190383.0,1638.0
6600,55,1000000000,0,11,300.43069,0.00132,0.056466296,0.00132,0.056466296,-0.0082193653,0.025480907,-1302731.1,-245.75946,0.17132417,4.0307442e-05,CS0,1345.82128620155,29.303916581822,3.07150122892988,0.0,149.841783939744,1151.33004933663,584.0,190147.0,1615.0
7200,55,1000000000,0,11,299.81815,0.00144,0.066741735,0.00144,0.066741735,0.0026092967,0.034029236,-1302748.7,-344.60089,0.15686302,3.7750878e-05,CS0,1565.44718428528,16.1021478867909,4.47237423794846,0.0,154.585697864621,1390.28696429592,579.0,189964.0,1646.0
7800,55,1000000000,0,11,299.91584,0.00156,0.073736558,0.00156,0.073736558,-0.0019181055,0.027991526,-1302894.6,-332.69993,0.19877653,3.8085601e-05,CS0,1441.1209929112,1.84487125073543,0.0,0.0,160.034664929199,1268.22171190525,507.0,190384.0,1563.0
8400,55,1000000000,0,11,299.80311,0.00168,0.079314727,0.00168,0.079314727,-0.0064099831,0.040573811,-1302935.5,-378.26185,0.19110265,3.6691972e-05,CS0,1449.25233401013,4.30400151364982,3.86192732329127,0.0,172.594869683762,1258.82704906114,540.0,190498.0,1606.0
9000,55,1000000000,0,11,300.24995,0.0018,0.076855349,0.0018,0.076855349,-0.0018358627,0.034379588,-1302794.3,-364.66358,0.18691351,3.7556089e-05,CS0,1397.24615780198,15.5211238422545,4.37747757933496,0.0,139.50214035084,1214.53497158187,569.0,190331.0,1577.0
9600,55,1000000000,0,11,300.37469,0.00192,0.083773785,0.00192,0.083773785,-0.019735758,0.032340259,-1302973.3,-321.26095,0.24004549,3.8567826e-05,CS0,1353.54950982665,17.794835888791,0.0,0.0,158.534331367635,1161.57920245167,562.0,190203.0,1635.0
10200,55,1000000000,0,11,300.00802,0.00204,0.081636932,0.00204,0.081636932,-0.013777603,0.036280849,-1302965.0,-347.13393,0.19813585,3.8129746e-05,CS0,1446.80229942234,0.0,6.22587942511198,0.0,167.50581192696,1258.71677592046,525.0,190356.0,1610.0
10800,55,1000000000,0,11,300.57514,0.00216,0.10433529,0.00216,0.10433529,-0.0056497278,0.046462415,-1303070.1,-483.8266,0.23648696,3.3852173e-05,CS0,1525.34648036733,16.765443714411,7.2681245156978,0.0,132.853799079267,1359.76511687924,579.0,190516.0,1607.0
11400,55,1000000000,0,11,300.44386,0.00228,0.11381801,0.00228,0.11381801,0.0075289429,0.05520888,-1303065.2,-588.51946,0.24504208,3.0759313e-05,CS0,1567.51131791906,6.2657088035334,6.43954792054876,0.0,209.693174806489,1332.6725786473,538.0,190179.0,1772.0
12000,55,1000000000,0,11,300.17262,0.0024,0.10658427,0.0024,0.10658427,-0.0011607836,0.04816852,-1302990.5,-511.97335,0.22613819,3.3482067e-05,CS0,1544.66273794672,17.8927734311348,6.12701259972356,0.0,210.423402966914,1294.34297671296,610.0,190329.0,1672.0
12600,55,1000000000,0,11,299.90293,0.00252,0.1072593,0.00252,0.1072593,-0.0052233517,0.053059169,-1303163.9,-516.98373,0.22909682,3.3692906e-05,CS0,1519.07441984549,25.4735448123878,13.4222448282761,0.0,201.774257648277,1266.12673412905,586.0,190329.0,1699.0
13200,55,1000000000,0,11,300.02922,0.00264,0.12092103,0.00264,0.12092103,0.006682345,0.065101048,-1303166.6,-642.34809,0.24518866,3.0372109e-05,CS0,1476.80301993682,10.7873826120502,18.9494382035757,0.0,198.063121411324,1225.98523521138,529.0,190186.0,1833.0
13800,55,1000000000,0,11,300.28293,0.00276,0.12925416,0.00276,0.12925416,-0.0030392409,0.060193466,-1303277.1,-621.3613,0.28347157,3.0667875e-05,CS0,1564.65603180453,22.2238656519826,25.7993746617987,0.0,225.188317293203,1286.0717438664,565.0,190093.0,1841.0
14400,55,1000000000,0,11,299.31283,0.00288,0.13037542,0.00288,0.13037542,-0.00028239051,0.063007447,-1303302.2,-643.66826,0.26970942,3.0252058e-05,CS0,1475.96157375088,17.6073340355978,15.4309307788327,0.0,161.597757221441,1259.62425775465,555.0,189984.0,1814.0
15000,55,1000000000,0,11,300.38752,0.003,0.13433777,0.003,0.13433777,-0.0099417677,0.059229946,-1303108.0,-612.0865,0.298419,3.1318344e-05,CS0,1440.28137904652,4.96859737441451,11.5266645578012,0.0,157.955618058298,1231.72123145824,531.0,190088.0,1844.0
15600,55,1000000000,0,11,299.60764,0.00312,0.14918848,0.00312,0.14918848,0.0048147659,0.072623814,-1303431.1,-755.42355,0.29567074,2.7696513e-05,CS0,1545.29114421551,0.0,35.8615871340248,0.0,171.440202076078,1324.84706753974,604.0,189982.0,1854.0
16200,55,1000000000,0,11,300.21832,0.00324,0.16536425,0.00324,0.16536425,0.0050422957,0.072263512,-1303467.0,-808.90019,0.33073168,2.6091837e-05,CS0,1477.42009640807,6.2491072847027,31.3976433716282,0.0,128.798205154673,1296.93978233737,547.0,189946.0,1769.0
16800,55,1000000000,0,11,299.58289,0.00336,0.15768297,0.00336,0.15768297,-0.0013957758,0.068743125,-1303565.7,-750.10106,0.32873102,2.7588993e-05,CS0,1479.99842369128,23.1303948080994,2.90158353888674,0.0,186.018241722015,1257.30487897717,533.0,190026.0,1791.0
17400,55,1000000000,0,11,299.90071,0.00348,0.16208573,0.00348,0.16208573,-0.01090205,0.073296427,-1303597.6,-748.26702,0.35566958,2.7725323e-05,CS0,1447.67956171966,14.3326948954566,5.20588961796106,0.0,172.721769546334,1251.14405896485,562.0,190043.0,1710.0
18000,55,1000000000,0,11,300.38173,0.0036,0.16744121,0.0036,0.16744121,0.0011388768,0.076852449,-1303478.3,-818.10845,0.33482351,2.6321444e-05,CS0,1593.52238553387,17.612638811418,10.1277022123996,0.0,194.947941208723,1348.913958029,578.0,189979.0,1792.0
18600,55,1000000000,0,11,300.23375,0.00372,0.17635869,0.00372,0.17635869,0.0053349277,0.084760737,-1303617.8,-888.18118,0.33861845,2.4197128e-05,CS0,1563.66118437815,22.3041315349006,21.0159582616188,0.0,209.493805232372,1306.12750752664,556.0,190217.0,1792.0
19200,55,1000000000,0,11,300.02198,0.00384,0.17625737,0.00384,0.17625737,-0.0010123176,0.08803172,-1303548.7,-877.58924,0.35209554,2.4827594e-05,CS0,1483.98839259828,6.66348863039939,20.3710737164458,0.0,195.384842660117,1255.53810929232,518.0,189979.0,1815.0
19800,55,1000000000,0,11,300.92317,0.00396,0.18013217,0.00396,0.18013217,-0.0042919073,0.092262829,-1303593.8,-893.67698,0.35933149,2.4572252e-05,CS0,1507.70801735032,18.5115195067236,26.3130889692123,0.0,200.99578477422,1253.13917032397,584.0,189884.0,1827.0
20400,55,1000000000,0,11,300.31213,0.00408,0.19678605,0.00408,0.19678605,0.0045412395,0.10267558,-1303665.3,-1013.3429,0.37886045,2.1437605e-05,CS0,1403.61523134293,12.8284281472129,0.0,0.0,166.280206492598,1203.86222687939,540.0,190066.0,1805.0
21000,55,1000000000,0,11,300.48565,0.0042,0.1893913,0.0042,0.1893913,-0.0087134938,0.088530471,-1303598.5,-897.36091,0.39442784,2.4867966e-05,CS0,1505.63968780655,2.4106746978106,30.5738901630682,0.0,171.276377123932,1292.1802785698,555.0,189984.0,1802.0
21600,55,1000000000,0,11,300.0194,0.00432,0.21227675,0.00432,0.21227675,0.0019661232,0.099585721,-1303745.9,-1046.0953,0.41770939,2.0869414e-05,CS0,1449.0885313834,0.916792449100953,28.9620080421502,0.0,186.105505478906,1224.59884748085,577.0,189937.0,1832.0
22200,55,1000000000,0,11,300.54691,0.00444,0.2199569,0.00444,0.2199569,-0.00094402189,0.098001336,-1303798.7,-1056.714,0.43545429,2.0448177e-05,CS0,1510.20451767421,5.42805382169613,12.2786398248597,0.0,189.581851888994,1282.22179618466,545.0,190187.0,1778.0
22800,55,1000000000,0,11,300.08277,0.00456,0.22511122,0.00456,0.22511122,-0.0044358282,0.10449447,-1303890.5,-1083.8995,0.45039379,2.0078624e-05,CS0,1561.21951612565,2.84978312829068,22.968225537667,0.0,204.951199927262,1318.17853068455,564.0,189915.0,1801.0
23400,55,1000000000,0,11,299.91829,0.00468,0.22390712,0.00468,0.22390712,-0.0043309916,0.10262792,-1303885.4,-1074.0135,0.44959534,2.026795e-05,CS0,1419.11551959707,18.2691633560693,29.0938707709809,0.0,198.883362642071,1162.4688681289,550.0,189872.0,1811.0
24000,55,1000000000,0,11,299.26665,0.0048,0.22634852,0.0048,0.22634852,-0.0095129324,0.10288651,-1303805.9,-1065.7403,0.46857762,2.0691651e-05,CS0,1404.58521710923,4.84855091717392,23.0295648184949,0.0,189.551923604251,1177.61250582883,581.0,190080.0,1815.0
24600,55,1000000000,0,11,300.42287,0.00492,0.24246758,0.00492,0.24246758,-0.012582454,0.099521873,-1303946.0,-1098.0233,0.50529939,2.0060081e-05,CS0,1503.03091632462,19.0142857981485,31.7334207632663,0.0,201.019033899314,1244.64807718516,602.0,189953.0,1792.0
25200,55,1000000000,0,11,299.79565,0.00504,0.24884339,0.00504,0.24884339,0.001172712,0.11212943,-1303987.4,-1207.1518,0.48287488,1.7488516e-05,CS0,1564.12369562131,21.2336316501591,36.0960228999429,0.0,185.965736173246,1310.98082752637,567.0,189786.0,1845.0
25800,55,1000000000,0,11,300.51871,0.00516,0.25684914,0.00516,0.25684914,0.0050659039,0.11363971,-1304051.0,-1251.8492,0.48579308,1.6439542e-05,CS0,1492.73192987979,22.6244688356232,22.0944314666273,0.0,176.931727495821,1263.41328870108,572.0,189984.0,1836.0
26400,55,1000000000,0,11,299.92965,0.00528,0.25414997,0.00528,0.25414997,-0.016164995,0.11157483,-1304104.8,-1165.1993,0.52847342,1.9088119e-05,CS0,1409.25673065923,12.9506188374349,35.9712752168105,0.0,154.554956717273,1192.84274303736,588.0,189740.0,1832.0
27000,55,1000000000,0,11,299.77409,0.0054,0.25668956,0.0054,0.25668956,-0.009630975,0.11968984,-1303867.9,-1222.4947,0.50851507,1.7985286e-05,CS0,1432.60664245073,15.2989314872163,25.7676557491333,0.0,124.21442756737,1248.44643521842,600.0,189902.0,1740.0
27600,55,1000000000,0,11,300.46469,0.00552,0.27696506,0.00552,0.27696506,-0.0046554195,0.12158,-1304048.4,-1312.9655,0.55636839,1.5445115e-05,CS0,1412.41594247164,10.1746915506628,23.7401523315415,6.28793230788519,147.966227453388,1215.23914249822,605.0,189832.0,1816.0
28200,55,1000000000,0,11,300.23351,0.00564,0.28243504,0.00564,0.28243504,-0.0028129527,0.12297602,-1304139.1,-1341.9937,0.55585856,1.4939304e-05,CS0,1534.56803120036,10.8379897674443,21.4920046992945,6.54804182859328,139.118386429333,1342.67245964925,635.0,189535.0,1814.0
28800,55,1000000000,0,11,300.27501,0.00576,0.28399193,0.00576,0.28399193,-0.0034129034,0.1317076,-1304227.3,-1374.2888,0.54897266,1.413172e-05,CS0,1339.36006337965,12.3907321081039,22.5347732667322,3.37446461806751,159.772173061401,1131.09863451946,606.0,189756.0,1761.0
29400,55,1000000000,0,11,298.88359,0.00588,0.29381887,0.00588,0.29381887,-0.0035526155,0.13567269,-1304308.3,-1419.7965,0.56168448,1.305516e-05,CS0,1439.74654997,15.2478245077402,21.701764681355,0.0,136.850888010717,1261.55463971083,617.0,189790.0,1791.0
30000,55,1000000000,0,11,300.21114,0.006,0.2881592,0.006,0.2881592,-0.0094811892,0.12797434,-1304191.3,-1355.5079,0.56258972,1.4869423e-05,CS0,1479.3036726624,6.65086953443908,23.7034733947803,0.0,140.852681305299,1278.55431457656,600.0,189634.0,1780.0
30600,55,1000000000,0,11,299.87146,0.00612,0.32106288,0.00612,0.32106288,0.0054949899,0.14528814,-1304363.0,-1572.82,0.59941411,9.7116477e-06,CS0,1387.3176524822,9.90571191654857,14.307402654155,2.36032860474749,147.584572170069,1203.3262037718,600.0,189643.0,1815.0
31200,55,1000000000,0,11,300.10831,0.00624,0.31230086,0.00624,0.31230086,-0.0025508863,0.13693127,-1304388.2,-1488.9375,0.60214615,1.1976981e-05,CS0,1432.60104527801,4.82182504098712,22.1916959317983,0.0,144.306918237464,1246.30698140611,621.0,189575.0,1857.0
31800,55,1000000000,0,11,300.02733,0.00636,0.33046675,0.00636,0.33046675,0.012611159,0.15368291,-1304451.6,-1655.8694,0.60051724,8.0920004e-06,CS0,1593.30681937362,20.9679376175841,17.4657234283975,0.0,199.468730629104,1338.22823042749,632.0,189560.0,1849.0
32400,55,1000000000,0,11,300.45405,0.00648,0.32329783,0.00648,0.32329783,-0.010698191,0.13882567,-1304395.0,-1504.751,0.63549426,1.1619875e-05,CS0,1421.53112214925,4.37109447384231,23.7338716960058,0.0,128.842528681766,1259.05108195106,591.0,189615.0,1847.0
33000,55,1000000000,0,11,299.65115,0.0066,0.32889463,0.0066,0.32889463,-0.0072024238,0.14936142,-1304343.5,-1570.1788,0.63063679,1.083395e-05,CS0,1516.07587686783,15.9354826534252,26.8991887805047,0.0,182.155295178968,1287.23602472281,637.0,189426.0,1817.0
33600,55,1000000000,0,11,299.90288,0.00672,0.34453392,0.00672,0.34453392,0.00086308113,0.1568655,-1304513.1,-1674.2083,0.64279606,8.2024071e-06,CS0,1403.45274132944,23.4728932041124,20.3678427700022,0.0,166.66397586475,1180.56026529435,617.0,189426.0,1865.0
34200,55,1000000000,0,11,299.62735,0.00684,0.34195894,0.00684,0.34195894,-0.011551109,0.15465655,-1304523.9,-1616.8813,0.65349538,9.8165226e-06,CS0,1497.1238056192,2.24464993716304,39.0127336585847,5.7624319630819,150.674982157664,1290.81530593934,616.0,189257.0,1831.0
34800,55,1000000000,0,11,300.55113,0.00696,0.36521669,0.00696,0.36521669,0.0043534071,0.17683872,-1304575.7,-1821.3627,0.67088909,5.2728103e-06,CS0,1406.87887708182,14.2102478009028,25.9192564358751,0.0,203.809157859091,1135.54599337119,621.0,189291.0,1854.0
35400,55,1000000000,0,11,299.36179,0.00708,0.35688307,0.00708,0.35688307,0.0038880644,0.17355645,-1304588.3,-1781.092,0.64774765,5.8848816e-06,CS0,1459.02641032187,8.29175967944457,26.4002152179931,6.61070541426283,166.492562839118,1246.23221832335,588.0,189229.0,1850.0
36000,55,1000000000,0,11,299.68159,0.0072,0.36687396,0.0072,0.36687396,-0.011499456,0.16886429,-1304399.2,-1747.4627,0.69650819,7.4365716e-06,CS0,1371.02928230188,6.60260005616778,9.73664716598548,0.0,195.478755902288,1131.1510119283,549.0,189237.0,1874.0
36600,55,1000000000,0,11,301.27965,0.00732,0.37000332,0.00732,0.37000332,-0.0002336351,0.17420234,-1304606.9,-1813.2401,0.67333366,6.0317636e-06,CS0,1505.05878472427,5.91664073867748,11.7259927739189,0.0,217.205301637859,1259.96524408133,617.0,189063.0,1884.0
37200,55,1000000000,0,11,300.36306,0.00744,0.38148141,0.00744,0.38148141,-0.018991134,0.1625148,-1304680.8,-1750.0169,0.74065998,7.6732549e-06,CS0,1534.75067163043,25.9012185038166,0.0,6.11591762272698,168.5649376266,1327.68470961347,593.0,189241.0,1847.0
37800,55,1000000000,0,11,300.10792,0.00756,0.38664208,0.00756,0.38664208,-0.0059068663,0.18493396,-1304731.4,-1885.5639,0.71197507,4.5763987e-06,CS0,1552.52091932294,15.0413513616373,10.6869385478565,7.38284800475135,218.598364953158,1281.10712055879,570.0,189163.0,1939.0
38400,55,1000000000,0,11,299.98964,0.00768,0.40152692,0.00768,0.40152692,0.005283666,0.18855972,-1304752.1,-1984.5677,0.71870958,2.7441726e-06,CS0,1408.38238389831,18.4898904539695,10.7439440743746,0.0,150.521125082839,1209.96295456615,633.0,189180.0,1877.0
39000,55,1000000000,0,11,300.55906,0.0078,0.41306202,0.0078,0.41306202,0.0087892051,0.18498709,-1304688.4,-2022.7944,0.73858146,1.7896352e-06,CS0,1469.42804007092,15.7989726460932,8.45100454831848,0.0,180.985359932168,1248.50797013967,611.0,189183.0,1878.0
39600,55,1000000000,0,11,300.12724,0.00792,0.4146532,0.00792,0.4146532,0.00072336495,0.18643809,-1304825.6,-2006.0489,0.75263531,3.0921905e-06,CS0,1435.66610558793,11.4760865196842,20.048953618608,0.0,173.217967505587,1210.77337703033,619.0,189164.0,1859.0
40200,55,1000000000,0,11,299.88418,0.00804,0.43194176,0.00804,0.43194176,0.0074796979,0.19374756,-1304753.5,-2110.5634,0.77093653,6.2759115e-08,CS0,1546.04216681375,13.9568442624164,13.993379685805,0.0,210.021642242449,1299.22908419594,611.0,189265.0,1842.0
40800,55,1000000000,0,11,300.38068,0.00816,0.43328021,0.00816,0.43328021,-0.0046210487,0.20071684,-1304824.7,-2097.92,0.78586138,6.5756193e-07,CS0,1572.68207881243,6.0612872216787,20.0286713465257,5.01772517358749,179.006220239786,1327.21637127556,670.0,189084.0,1820.0
41400,55,1000000000,0,11,300.40539,0.00828,0.44998603,0.00828,0.44998603,-0.00090524045,0.20634762,-1304857.9,-2184.7614,0.81504716,-7.5743365e-07,CS0,1499.67828338833,9.46860196783671,14.2015757999311,0.0,185.874029409686,1282.14696273182,667.0,189193.0,1840.0
42000,55,1000000000,0,11,300.15874,0.0084,0.43943689,0.0084,0.43943689,-0.0040232051,0.2066439,-1304757.4,-2140.192,0.78949945,1.0531321e-07,CS0,1467.26425742148,2.03447118652972,7.20941912056341,5.66150992654305,172.250660047035,1264.80518106711,593.0,189093.0,1850.0
42600,55,1000000000,0,11,300.45911,0.00852,0.46154205,0.00852,0.46154205,0.0099540949,0.21182081,-1304896.3,-2277.7232,0.81071464,-2.543683e-06,CS0,1419.32545287936,4.51483702524708,9.48669049721342,0.0,172.076931030872,1207.11502031517,610.0,189033.0,1890.0
43200,55,1000000000,0,11,300.23018,0.00864,0.46232737,0.00864,0.46232737,0.0088468267,0.21582011,-1304930.7,-2289.981,0.80723603,-2.6261509e-06,CS0,1379.70030536505,10.645285753118,0.0,0.0,164.869987875799,1180.45397903131,675.0,188846.0,1835.0
43800,55,1000000000,0,11,299.59034,0.00876,0.46630282,0.00876,0.46630282,-0.010777217,0.20894968,-1305019.4,-2214.9176,0.84558085,-1.1322169e-06,CS0,1496.21019843222,3.75922847417138,0.0,0.0,132.96077161072,1345.34326147949,677.0,188856.0,1815.0
44400,55,1000000000,0,11,300.16282,0.00888,0.48103875,0.00888,0.48103875,0.002769664,0.22926625,-1304967.7,-2376.9155,0.8446493,-4.1488752e-06,CS0,1438.56098739216,0.0,5.15720302228233,0.0,160.333507207616,1242.73208780553,612.0,188773.0,1836.0
45000,55,1000000000,0,11,300.23207,0.009,0.48267484,0.009,0.48267484,-0.0042657445,0.21419225,-1304949.4,-2308.6712,0.86131169,-2.1832602e-06,CS0,1447.02562056865,21.4275903911899,5.07700731546387,3.27478365632422,113.030466772088,1289.60826018414,656.0,188965.0,1832.0
45600,55,1000000000,0,11,299.93534,0.00912,0.50372068,0.00912,0.50372068,0.0065195017,0.21536843,-1305070.4,-2418.6954,0.88397627,-4.6589609e-06,CS0,1439.01329170734,3.66891915680405,8.48392854265194,0.0,124.556465500034,1289.82475989663,646.0,189022.0,1837.0
46200,55,1000000000,0,11,299.85753,0.00924,0.50376615,0.00924,0.50376615,-0.0030057133,0.21612709,-1305076.4,-2389.6251,0.89152319,-3.9836125e-06,CS0,1497.91014092058,2.1720990156746,4.10187862882282,2.32328061951997,170.495208088307,1302.51924042264,636.0,188865.0,1862.0
46800,55,1000000000,0,11,299.58823,0.00936,0.51168026,0.00936,0.51168026,0.0010139983,0.2344572,-1305151.9,-2490.5049,0.89650431,-6.3444154e-06,CS0,1518.05743594522,10.0775049986213,4.15080825255793,0.0,153.383960661657,1330.75971651798,641.0,188717.0,1909.0
47400,55,1000000000,0,11,300.35347,0.00948,0.51905177,0.00948,0.51905177,-0.0098639336,0.23290391,-1305152.9,-2473.6392,0.92727407,-5.1686672e-06,CS0,1577.50066379029,8.1961492072773,14.0044046789662,3.31622842584031,132.916917647089,1408.55319760499,659.0,188766.0,1863.0
48000,55,1000000000,0,11,300.70546,0.0096,0.51913433,0.0096,0.51913433,-0.012035751,0.23557723,-1304897.8,-2475.586,0.92291017,-5.0105424e-06,CS0,1442.10932579122,12.5043380920092,10.8933054264096,5.35690854794852,139.361599505068,1254.27322136876,641.0,188725.0,1914.0
48600,55,1000000000,0,11,300.23329,0.00972,0.52279283,0.00972,0.52279283,-0.011742913,0.23259334,-1305184.2,-2478.8108,0.92541578,-4.5171001e-06,CS0,1383.40175095067,13.0189301405862,22.7045656293421,5.95165809574691,123.162285393118,1209.21769057922,635.0,188891.0,1907.0
49200,55,1000000000,0,11,299.94532,0.00984,0.52582553,0.00984,0.52582553,-0.0086499017,0.23896035,-1305160.9,-2520.4533,0.91431983,-5.5589163e-06,CS0,1447.93062593317,3.74105089256973,14.9939354932701,0.0,151.222354626442,1256.22235901592,631.0,188823.0,1874.0
49800,55,1000000000,0,11,299.84425,0.00996,0.53887547,0.00996,0.53887547,-0.016061693,0.23573565,-1305231.3,-2528.4981,0.95617949,-4.7445193e-06,CS0,1450.81023991994,3.57881651864048,10.5512734022603,0.0,115.063963221243,1305.11476806661,624.0,188761.0,1884.0
50400,55,1000000000,0,11,299.39669,0.01008,0.55285003,0.01008,0.55285003,-0.011217806,0.24050758,-1305305.5,-2607.1327,0.97040441,-6.6926587e-06,CS0,1538.32776644063,3.74099801918097,15.4251895438137,0.0,110.599084084647,1386.14905044932,679.0,188682.0,1904.0
51000,55,1000000000,0,11,299.83753,0.0102,0.56019595,0.0102,0.56019595,-1.1069074e-05,0.25383342,-1305119.9,-2713.3943,0.95258449,-8.789012e-06,CS0,1402.30835311831,14.4950095011382,19.0212167863372,3.31060793109847,90.6507361909878,1257.03210616081,638.0,188764.0,1935.0
51600,55,1000000000,0,11,300.5282,0.01032,0.57875684,0.01032,0.57875684,0.011273294,0.27049655,-1305235.0,-2868.4223,0.96032004,-1.1744987e-05,CS0,1496.38914398553,4.01915111089128,10.6523201420117,0.0,85.7257455022275,1388.84877974327,649.0,188807.0,1849.0
52200,55,1000000000,0,11,300.09962,0.01044,0.58538357,0.01044,0.58538357,0.0065415483,0.25880336,-1305286.3,-2835.7616,0.97802074,-1.07551e-05,CS0,1568.70674755926,5.66380445751937,29.4758820261466,0.0,132.067280079678,1379.31837029894,646.0,188882.0,1852.0
52800,55,1000000000,0,11,300.25612,0.01056,0.58078922,0.01056,0.58078922,-0.0030112947,0.26228133,-1305321.9,-2800.1975,0.97703422,-9.2917045e-06,CS0,1550.0675855565,0.0,0.0,4.00213221321247,128.187039328281,1400.89884956467,700.0,188943.0,1844.0
53400,55,1000000000,0,11,300.36205,0.01068,0.60913885,0.01068,0.60913885,0.011016448,0.27027457,-1305368.4,-2968.0995,1.0060138,-1.308252e-05,CS0,1507.70871205174,9.42984863725018,20.4337544451484,0.0,132.940249139428,1312.63807461174,672.0,188959.0,1828.0
54000,55,1000000000,0,11,301.03118,0.0108,0.59288518,0.0108,0.59288518,-0.0030732872,0.26592669,-1305206.9,-2852.462,0.99066654,-9.8894445e-06,CS0,1551.50857742726,3.53557505465539,16.7989192563158,0.0,150.328935875337,1368.31274389827,658.0,188868.0,1930.0
54600,55,1000000000,0,11,300.13012,0.01092,0.62358137,0.01092,0.62358137,-0.0060767457,0.27382667,-1305368.0,-2971.1043,1.0529922,-1.2148545e-05,CS0,1370.04760978737,0.0,8.80682349847914,4.85471453332002,118.229265917862,1226.44309775826,671.0,188736.0,1825.0
55200,55,1000000000,0,11,300.23255,0.01104,0.63185643,0.01104,0.63185643,0.0010841806,0.281035,-1305334.7,-3046.5854,1.0497784,-1.4045006e-05,CS0,1489.57305098152,9.90065826283071,23.4849052830632,0.0,114.988326927282,1306.8604092584,669.0,188806.0,1816.0
55800,55,1000000000,0,11,299.89898,0.01116,0.64702944,0.01116,0.64702944,0.0057129521,0.28546145,-1305377.3,-3127.3461,1.0702569,-1.5092926e-05,CS0,1485.17760710155,3.30509360923803,17.736983936975,6.10623052972294,100.957740640542,1333.47938050669,648.0,188562.0,1920.0
56400,55,1000000000,0,11,299.3668,0.01128,0.65725538,0.01128,0.65725538,-0.002098796,0.29612854,-1305418.0,-3170.9504,1.0942273,-1.5918443e-05,CS0,1671.76745897443,5.31429422843093,14.0782425737256,0.0,149.139837878606,1488.18767274964,652.0,188648.0,1858.0
