Timestep1and2,Number of particle,Strain rate,Intensity,Composition,Temperature,Strain,Stress,v_p1,v_p2,v_p3,v_p4,Total energy,Press,Von Mises stress,v_hydro,CaseID,Total dislocation length,Dislocation length.1/2<110>,Dislocation length.1/3<100>,Dislocation length.1/3<111>,Dislocation length.1/6<110>,Dislocation length.1/6<112>,BCC phase,FCC phase,HCP phase
832800,55,1000000000,0,11,299.94836,0.16656,2.5622579,0.16656,2.5622579,0.0044801713,0.97504916,-1349980.4,-11805.958,2.3295802,-0.00010134373,CS0,4346.8864445059,68.5533974951288,126.751764119552,12.7505306159831,184.89942089072,3858.77689923593,2351.0,169950.0,7261.0
833400,55,1000000000,0,11,299.76738,0.16668,2.5679289,0.16668,2.5679289,-0.019243195,0.95834796,-1349965.7,-11690.112,2.3463536,-0.000100434,CS0,4252.05712632135,119.748384799305,114.210488772178,22.4022431275855,161.478202810905,3759.87308751587,2281.0,169539.0,7380.0
834000,55,1000000000,0,11,300.83412,0.1668,2.5516569,0.1668,2.5516569,-0.0047471666,0.9606137,-1349834.6,-11691.745,2.3298078,-0.00010033366,CS0,3968.44841902606,102.787079066314,113.311908105143,12.5272546018351,152.736373112907,3517.24300789479,2403.0,169495.0,7308.0
834600,55,1000000000,0,11,300.25752,0.16692,2.6076674,0.16692,2.6076674,0.028190042,1.0054078,-1349994.7,-12137.551,2.3536459,-0.00010495793,CS0,4330.15949969866,93.6208557648176,121.28486425094,4.45474065294862,177.78070711488,3814.16017141904,2341.0,169851.0,7220.0
835200,55,1000000000,0,11,300.55947,0.16704,2.6083447,0.16704,2.6083447,0.031814722,1.0135456,-1350011.0,-12179.017,2.3414754,-0.00010539459,CS0,4283.88655744959,104.804060707923,119.198355948252,21.4627317720277,141.399005988952,3842.23544326974,2258.0,169637.0,7405.0
835800,55,1000000000,0,11,299.86768,0.16716,2.6143204,0.16716,2.6143204,0.010441246,0.98652795,-1350050.0,-12037.632,2.3646988,-0.00010395348,CS0,4033.19833070466,71.1147091191249,95.7653100288098,5.00958855579734,177.69160963426,3614.80725011653,2355.0,169717.0,7325.0
836400,55,1000000000,0,11,299.92328,0.16728,2.6107551,0.16728,2.6107551,-0.016301707,0.96471603,-1350037.5,-11863.898,2.3963629,-0.00010194404,CS0,4340.70355793713,83.9281679494828,95.1790548334461,6.62920923755426,162.510480989155,3915.7495262263,2366.0,169714.0,7444.0
837000,55,1000000000,0,11,300.50906,0.1674,2.5869576,0.1674,2.5869576,-0.036183669,0.98039764,-1349865.3,-11770.572,2.383783,-0.00010141884,CS0,4120.62985197946,88.1903640154304,143.485562982152,11.9428603459383,158.281525544872,3626.8034726761,2401.0,169521.0,7412.0
837600,55,1000000000,0,11,300.62821,0.16752,2.6262209,0.16752,2.6262209,0.0099779736,1.0054993,-1350011.7,-12138.994,2.3721358,-0.00010506065,CS0,4181.98333515054,116.818602318638,103.176780230986,17.8188850304999,167.242620803937,3718.54041762596,2355.0,169765.0,7272.0
838200,55,1000000000,0,11,300.46309,0.16764,2.6393245,0.16764,2.6393245,-0.02241523,0.98974433,-1350015.6,-12022.179,2.4267434,-0.00010388488,CS0,4289.99503232411,89.1923861477017,121.982634504712,4.10297823131552,153.405026826848,3826.52195575345,2357.0,169459.0,7439.0
838800,55,1000000000,0,11,300.18241,0.16776,2.6477982,0.16776,2.6477982,0.0020632854,1.0031769,-1350071.0,-12176.795,2.4126881,-0.00010525921,CS0,4148.05364174916,69.7981072214162,107.875550933463,0.0,158.769194775695,3738.08287090952,2425.0,169652.0,7442.0
839400,55,1000000000,0,11,299.71713,0.16788,2.6880593,0.16788,2.6880593,0.03744575,1.0279041,-1350099.2,-12511.364,2.4087695,-0.00010883274,CS0,4297.7778862583,90.9429958898744,120.051807869358,6.81106379864368,147.598095662207,3831.23363138972,2385.0,169441.0,7406.0
840000,55,1000000000,0,11,300.19637,0.168,2.6193018,0.168,2.6193018,-0.056508133,0.98692322,-1349903.1,-11832.39,2.4170065,-0.00010167009,CS0,4308.68061903983,80.3551178299284,142.920107068622,12.3050157768678,173.997803663822,3770.36781894036,2365.0,169199.0,7414.0
840600,55,1000000000,0,11,300.77866,0.16812,2.6826657,0.16812,2.6826657,-0.016776386,1.0217983,-1350101.2,-12292.292,2.443672,-0.00010638064,CS0,4149.4174865477,74.3098077654245,129.059412427638,11.6672255575176,220.5890998184,3615.55361058864,2329.0,169291.0,7313.0
841200,55,1000000000,0,11,300.60011,0.16824,2.6809706,0.16824,2.6809706,-0.0049531386,1.0208048,-1350057.0,-12322.741,2.4349552,-0.0001066639,CS0,4256.84152537082,94.8647319155741,165.274685406349,0.0,195.958055877604,3688.16390796225,2444.0,168931.0,7420.0
841800,55,1000000000,0,11,300.04195,0.16836,2.7004749,0.16836,2.7004749,-0.016536084,1.0216562,-1350131.6,-12351.983,2.4618207,-0.00010712035,CS0,4241.05191195059,82.835675658702,144.584161162615,6.49218323251828,237.85114870483,3658.50464304561,2459.0,169192.0,7308.0
842400,55,1000000000,0,11,300.53511,0.16848,2.7048398,0.16848,2.7048398,-0.0070055658,1.0460107,-1350110.7,-12479.483,2.4494748,-0.00010854224,CS0,4250.28212550303,104.477214312976,137.119334428822,5.64055930549119,178.825891468191,3760.53834568099,2398.0,169185.0,7326.0
843000,55,1000000000,0,11,300.6473,0.1686,2.6984238,0.1686,2.6984238,0.00014524262,1.0586183,-1349949.6,-12523.958,2.4393952,-0.00010870913,CS0,4152.49169691555,117.063118825055,114.56927394346,12.3982956868364,222.06591462454,3623.98685174196,2534.0,169192.0,7248.0
843600,55,1000000000,0,11,300.71328,0.16872,2.7509328,0.16872,2.7509328,0.039931148,1.0494722,-1350115.8,-12801.121,2.4619171,-0.00011165352,CS0,4205.20795449751,124.327399291455,149.39377403705,7.77056489174423,236.568910764631,3586.20786094387,2500.0,168977.0,7399.0
844200,55,1000000000,0,11,300.36816,0.16884,2.7264392,0.16884,2.7264392,0.026992303,1.0715666,-1350091.6,-12749.994,2.4401423,-0.00011118031,CS0,4374.23468086333,92.3939589430496,134.039506933466,10.0805511786188,172.503325992898,3884.90319842781,2499.0,168866.0,7583.0
844800,55,1000000000,0,11,300.37927,0.16896,2.7413811,0.16896,2.7413811,0.01117885,1.0570847,-1350161.8,-12698.815,2.4709745,-0.00011068993,CS0,4351.28117136887,62.9383419303397,114.24953333237,8.77481441400856,174.274138898822,3889.27464356247,2486.0,168965.0,7475.0
845400,55,1000000000,0,11,300.09908,0.16908,2.7521586,0.16908,2.7521586,0.042157408,1.0425662,-1350169.3,-12789.607,2.4524788,-0.00011133907,CS0,4187.04196101179,105.799598831815,122.307176660383,5.63179455023553,213.32464831377,3651.6337728576,2478.0,169081.0,7504.0
846000,55,1000000000,0,11,300.30748,0.1692,2.7091491,0.1692,2.7091491,-0.030841559,1.0305299,-1349994.4,-12362.791,2.4801732,-0.00010730453,CS0,4227.31769131341,88.185076170856,117.183307701796,7.85699917853802,230.479732496843,3684.50283278208,2411.0,169052.0,7543.0
846600,55,1000000000,0,11,300.78944,0.16932,2.7503636,0.16932,2.7503636,0.016246591,1.0495029,-1350174.7,-12720.377,2.4730971,-0.00011097687,CS0,4500.54969884238,89.9844696459908,127.483291278263,11.2464743435648,188.266151629969,4007.35807973354,2535.0,168792.0,7499.0
847200,55,1000000000,0,11,299.77743,0.16944,2.7377943,0.16944,2.7377943,-0.024491709,1.0491074,-1350167.2,-12541.367,2.491506,-0.00010903638,CS0,4189.13702013689,121.069276886604,116.397858084463,5.33188779108212,149.135562792046,3709.28850549658,2559.0,168733.0,7400.0
847800,55,1000000000,0,11,301.06077,0.16956,2.7655941,0.16956,2.7655941,-0.048625726,1.026738,-1350220.2,-12479.021,2.5484928,-0.00010821743,CS0,4233.89962205835,77.1895733612631,119.134516764127,6.06866141076944,211.170231312237,3740.54263048108,2583.0,168605.0,7384.0
848400,55,1000000000,0,11,299.83127,0.16968,2.7734466,0.16968,2.7734466,0.015354698,1.0627538,-1350170.6,-12838.517,2.5047989,-0.00011209011,CS0,4174.01589193616,130.317297139326,144.800320274707,0.0,164.534625729468,3632.86297765172,2540.0,168699.0,7561.0
849000,55,1000000000,0,11,299.99706,0.1698,2.7565416,0.1698,2.7565416,-0.0096989279,1.0413885,-1349984.3,-12627.437,2.5026686,-0.0001097513,CS0,4084.89418006279,126.523945980153,123.537782029606,6.10868390131861,151.680463657499,3539.84880958842,2524.0,168642.0,7567.0
849600,55,1000000000,0,11,299.84316,0.16992,2.7880389,0.16992,2.7880389,-0.0046624056,1.0591304,-1350175.4,-12808.356,2.5236929,-0.00011151747,CS0,4311.0755808186,88.3145437188093,166.136495987199,7.60822760854548,169.807004947839,3759.80109122327,2514.0,168589.0,7535.0
850200,55,1000000000,0,11,300.43359,0.17004,2.7753968,0.17004,2.7753968,-0.012082287,1.0774216,-1350158.3,-12802.454,2.5225747,-0.00011180139,CS0,4207.21997238014,116.103624403715,172.009173612158,0.0,182.801552238973,3660.50686697885,2446.0,168905.0,7596.0
850800,55,1000000000,0,11,300.56057,0.17016,2.8113806,0.17016,2.8113806,-0.0001061419,1.0585227,-1350201.2,-12899.324,2.5420698,-0.00011245059,CS0,4422.19206805338,141.437362431285,144.006437621247,3.11667294180201,149.862455907894,3881.69889827319,2596.0,168301.0,7776.0
851400,55,1000000000,0,11,300.32309,0.17028,2.8048927,0.17028,2.8048927,-0.0042843878,1.0555586,-1350207.2,-12853.89,2.5381883,-0.00011226309,CS0,4269.20142006816,94.1453812811009,147.697562389942,3.8868177322218,168.860378937053,3785.03233488615,2585.0,168574.0,7732.0
852000,55,1000000000,0,11,300.34595,0.1704,2.7856256,0.1704,2.7856256,-0.00055883564,1.0235594,-1350014.0,-12695.421,2.5269579,-0.00011045333,CS0,4243.62378461996,97.4993070658964,131.781351656936,9.08963321665629,152.710423902692,3711.57259452686,2545.0,168148.0,7843.0
852600,55,1000000000,0,11,300.44729,0.17052,2.8042196,0.17052,2.8042196,0.020557088,1.0481095,-1350217.1,-12909.621,2.5274922,-0.00011271872,CS0,4352.79170037331,127.199467280418,158.468148980894,11.5264924095085,193.566573168441,3762.43934857896,2601.0,168078.0,7825.0
853200,55,1000000000,0,11,301.02884,0.17064,2.7703559,0.17064,2.7703559,0.024475398,1.0408465,-1350161.9,-12785.593,2.4948629,-0.0001115511,CS0,4243.11635946006,89.9693266655971,138.115705661373,0.0,170.706152929458,3727.27617486991,2555.0,167864.0,8256.0
853800,55,1000000000,0,11,300.2933,0.17076,2.7490312,0.17076,2.7490312,0.003487185,0.98780258,-1350250.2,-12467.737,2.5007015,-0.00010816868,CS0,4436.47304449238,116.377340640787,190.172144948634,0.0,153.519625139536,3852.14017151207,2616.0,166998.0,9091.0
854400,55,1000000000,0,11,300.04598,0.17088,2.7534169,0.17088,2.7534169,0.013805279,0.9990087,-1350254.9,-12554.103,2.5057396,-0.00010914655,CS0,4247.78307901737,95.3495780739483,180.920261678163,4.6451876998228,172.874545436763,3735.35797521431,2405.0,166711.0,9456.0
855000,55,1000000000,0,11,300.80761,0.171,2.7257062,0.171,2.7257062,-0.0067393867,0.97004858,-1350020.5,-12296.718,2.510386,-0.00010651135,CS0,4195.12945939427,113.475200082452,170.027275744607,0.0,137.865986982466,3697.04022080072,2488.0,166321.0,9769.0
855600,55,1000000000,0,11,300.92098,0.17112,2.7127515,0.17112,2.7127515,0.0049006357,0.95853549,-1350221.2,-12253.959,2.487876,-0.00010598405,CS0,4410.10212463354,144.113919651063,188.719980314014,3.45318818275822,214.449144343052,3718.74200725514,2522.0,165952.0,9950.0
856200,55,1000000000,0,11,299.82033,0.17124,2.6803606,0.17124,2.6803606,0.028877606,0.92377588,-1350176.8,-12110.047,2.4534191,-0.00010452635,CS0,4569.96804383973,121.548625828347,179.828846487037,6.40625325006175,191.938789937465,3964.60000078297,2482.0,165410.0,10578.0
856800,55,1000000000,0,11,301.13913,0.17136,2.6604864,0.17136,2.6604864,-0.0085032222,0.90695104,-1350235.7,-11863.114,2.4644448,-0.00010220625,CS0,4390.00237266971,100.998124119512,166.522128075432,3.49557331739157,154.518912667087,3851.91088422691,2517.0,165235.0,10701.0
857400,55,1000000000,0,11,300.5013,0.17148,2.6524335,0.17148,2.6524335,0.04291576,0.92598675,-1350244.1,-12071.12,2.420387,-0.00010404335,CS0,4536.3541970048,115.468659588735,239.682192311389,3.58508231456439,192.171646711511,3892.88888734563,2399.0,164899.0,11221.0
858000,55,1000000000,0,11,300.47011,0.1716,2.6059852,0.1716,2.6059852,-0.0062473909,0.83567841,-1350076.7,-11451.387,2.4395767,-9.782461e-05,CS0,4475.69793668794,123.541841867393,207.853297448924,7.39961622650625,151.762816249051,3826.17444154792,2367.0,164071.0,11888.0
858600,55,1000000000,0,11,300.82214,0.17172,2.6037368,0.17172,2.6037368,0.0041360776,0.81899884,-1350285.2,-11422.906,2.4258734,-9.7682774e-05,CS0,4468.35659657346,119.695206638812,204.540562233572,7.79092012654791,198.343895082616,3854.00718244269,2325.0,163999.0,11806.0
859200,55,1000000000,0,11,300.68807,0.17184,2.5723416,0.17184,2.5723416,-0.019054448,0.84301071,-1350274.9,-11320.993,2.4067894,-9.6621859e-05,CS0,4672.6083842336,127.316465567176,146.869599095179,3.42582314255366,163.865210894213,4049.70143016214,2407.0,164252.0,11691.0
859800,55,1000000000,0,11,299.6363,0.17196,2.5479526,0.17196,2.5479526,-0.0070525406,0.84611466,-1350353.3,-11290.049,2.3815819,-9.6296821e-05,CS0,4701.60560655803,97.9720267947423,226.916457416986,3.81877589279011,208.610242654852,4059.35609047806,2393.0,164420.0,11509.0
860400,55,1000000000,0,11,300.28654,0.17208,2.5377305,0.17208,2.5377305,0.0081522315,0.83342699,-1350310.9,-11264.366,2.3552655,-9.6003248e-05,CS0,4612.29544616332,107.690330439825,225.320604231655,4.0171859978966,196.125256713106,3956.88759665032,2314.0,164444.0,11488.0
861000,55,1000000000,0,11,300.36057,0.1722,2.5263744,0.1722,2.5263744,-0.0062554144,0.79765371,-1350166.5,-11059.242,2.3555664,-9.369962e-05,CS0,4349.01421840984,101.88390618998,204.775049600324,6.79179598854544,137.503764975383,3763.78192824297,2474.0,164219.0,11544.0
861600,55,1000000000,0,11,300.16674,0.17232,2.532764,0.17232,2.532764,-0.014669774,0.82207477,-1350409.1,-11133.897,2.3655517,-9.4784705e-05,CS0,4236.48501457886,120.552131642303,231.890761628415,5.06436848371621,139.388380575627,3614.4742678203,2382.0,164153.0,11545.0
862200,55,1000000000,0,11,300.1659,0.17244,2.5294822,0.17244,2.5294822,-0.002958066,0.82722207,-1350339.8,-11179.154,2.3498975,-9.5030605e-05,CS0,4274.36785573846,88.7371921570681,226.596947845768,9.16106379180023,120.614006713354,3713.20162812155,2352.0,164614.0,11499.0
862800,55,1000000000,0,11,300.7073,0.17256,2.5297308,0.17256,2.5297308,-0.017811619,0.83559917,-1350434.6,-11158.394,2.3514284,-9.4790374e-05,CS0,4297.40743020903,89.651163038864,170.04829083011,4.35555761317441,111.928349277796,3733.09082894111,2316.0,164659.0,11360.0
863400,55,1000000000,0,11,300.3209,0.17268,2.4944658,0.17268,2.4944658,-0.041683691,0.82145001,-1350462.1,-10914.107,2.3514653,-9.2468966e-05,CS0,4218.99261648988,76.3697989989005,215.84635683233,5.47881138739012,158.172696858475,3650.54619757861,2277.0,164399.0,11423.0
864000,55,1000000000,0,11,300.02296,0.1728,2.472791,0.1728,2.472791,-0.0064046076,0.83085902,-1350269.4,-10990.818,2.2975151,-9.2902769e-05,CS0,4191.630569023,93.4100516964217,178.968731976965,4.97135521984382,179.034009152299,3661.04465281861,2323.0,164619.0,10952.0
864600,55,1000000000,0,11,300.23326,0.17292,2.467128,0.17292,2.467128,-0.027043664,0.83003458,-1350489.9,-10900.396,2.3057141,-9.2240935e-05,CS0,4134.41445263566,107.487545843409,177.779899438662,3.39137622136492,147.057250978606,3528.01249460384,2336.0,164832.0,11005.0
865200,55,1000000000,0,11,300.33543,0.17304,2.4886575,0.17304,2.4886575,0.011993895,0.83039258,-1350442.4,-11103.48,2.2961678,-9.4271591e-05,CS0,4051.24222018454,113.601150626073,162.707361899212,5.02880382471205,179.983562374439,3481.09352274487,2326.0,164976.0,10987.0
865800,55,1000000000,0,11,300.34648,0.17316,2.4976826,0.17316,2.4976826,-0.0018059262,0.83526062,-1350545.2,-11103.791,2.3160317,-9.4344317e-05,CS0,4052.40316004268,101.421330703475,212.357363555072,12.2145925127898,158.969487396437,3468.73806269234,2349.0,164907.0,10918.0
866400,55,1000000000,0,11,300.63219,0.17328,2.5034485,0.17328,2.5034485,0.011950945,0.84358743,-1350544.6,-11196.623,2.3114782,-9.5354682e-05,CS0,3986.07322880345,103.678474252952,195.833788802234,11.3457425341822,146.999630433637,3395.18302000826,2246.0,165158.0,10906.0
867000,55,1000000000,0,11,300.54514,0.1734,2.4899248,0.1734,2.4899248,-0.03326588,0.84057005,-1350349.5,-10990.763,2.3208689,-9.30784e-05,CS0,3975.1225478295,114.427456849717,125.113651800877,3.63462015266211,194.734678463071,3426.2326489681,2279.0,164979.0,10911.0
867600,55,1000000000,0,11,299.95965,0.17352,2.5550087,0.17352,2.5550087,-0.0011977036,0.87036993,-1350590.0,-11413.936,2.3543253,-9.7624546e-05,CS0,3931.8680884822,107.04775615089,179.440312630795,7.11392126811161,151.495566108293,3380.98459938873,2293.0,165213.0,10700.0
868200,55,1000000000,0,11,300.35892,0.17364,2.5249789,0.17364,2.5249789,0.007901866,0.83831778,-1350578.0,-11237.329,2.3316035,-9.5506844e-05,CS0,3852.73398402619,97.2844342626143,152.416869717606,4.6944727656997,196.17891133144,3277.03945095645,2350.0,165001.0,10939.0
868800,55,1000000000,0,11,300.44519,0.17376,2.5511648,0.17376,2.5511648,0.01002343,0.84886073,-1350649.4,-11366.83,2.3478245,-9.7081972e-05,CS0,3827.89307609003,85.4477102572826,185.172584240252,2.4518644712569,102.690276125916,3339.70508552879,2282.0,165115.0,10775.0
869400,55,1000000000,0,11,301.33642,0.17388,2.5839455,0.17388,2.5839455,0.010002193,0.86734203,-1350629.1,-11537.632,2.3728014,-9.8842597e-05,CS0,3818.28075829687,119.599271113556,178.992503422723,11.9304711489701,98.9717562361074,3286.09169201737,2278.0,165313.0,10872.0
870000,55,1000000000,0,11,300.19258,0.174,2.5282157,0.174,2.5282157,-0.042745609,0.81360063,-1350472.4,-10996.902,2.3791597,-9.3196628e-05,CS0,3884.23686695441,87.5815074277477,193.662936683842,0.0,122.429392514666,3313.17528933634,2297.0,165354.0,10891.0
870600,55,1000000000,0,11,300.16152,0.17412,2.599369,0.17412,2.599369,0.024425368,0.87630195,-1350687.3,-11666.988,2.3797506,-0.00010025107,CS0,3959.82664984561,91.6524794928616,156.721689076094,0.0,140.011600911137,3430.80631430947,2324.0,165253.0,10910.0
871200,55,1000000000,0,11,300.42265,0.17424,2.5622174,0.17424,2.5622174,-0.012044333,0.86944396,-1350644.4,-11398.724,2.3786086,-9.7331461e-05,CS0,3967.3676962514,68.84325822068,195.110544089379,8.68713300542713,177.562941375984,3349.92680405387,2338.0,165090.0,10975.0
871800,55,1000000000,0,11,301.06664,0.17436,2.5804417,0.17436,2.5804417,0.0007189553,0.88298176,-1350724.4,-11547.141,2.3870101,-9.8641335e-05,CS0,3927.29578104499,81.8965177335541,199.913261717894,6.07995457946437,171.107213508513,3343.64138351877,2276.0,165208.0,10962.0
872400,55,1000000000,0,11,300.52666,0.17448,2.579108,0.17448,2.579108,0.0067478903,0.87064906,-1350701.8,-11521.683,2.3819882,-9.8484289e-05,CS0,4009.56947466204,77.1062191589093,154.068353364466,9.85536475026739,165.855127937049,3501.17937430932,2371.0,165063.0,10851.0
873000,55,1000000000,0,11,300.17349,0.1746,2.5806976,0.1746,2.5806976,-0.039954167,0.85803076,-1350545.7,-11329.247,2.4191721,-9.6361122e-05,CS0,3922.81551257465,104.859418684521,176.159852677626,0.0,165.782041444814,3311.9197460794,2356.0,164980.0,10930.0
873600,55,1000000000,0,11,300.33344,0.17472,2.6582154,0.17472,2.6582154,0.060271426,0.90586799,-1350786.9,-12081.183,2.4035171,-0.00010404892,CS0,4028.8565994004,79.2043542134438,202.371883445254,5.0228526492042,194.175631737994,3397.4407470355,2311.0,165282.0,10947.0
874200,55,1000000000,0,11,300.31172,0.17484,2.6320996,0.17484,2.6320996,-0.0076763375,0.88797129,-1350688.8,-11707.982,2.4306284,-0.00010042095,CS0,3857.85403587212,50.8108603083343,209.842604278173,3.94657900365259,143.87466504909,3305.96974406857,2312.0,165183.0,10980.0
874800,55,1000000000,0,11,300.15773,0.17496,2.6179771,0.17496,2.6179771,0.0051926256,0.87817875,-1350751.3,-11671.162,2.413167,-9.9826087e-05,CS0,4019.32268605145,87.6380537731467,179.273844771062,9.9906454276979,151.023658507424,3504.09578996846,2288.0,164897.0,10943.0
875400,55,1000000000,0,11,300.3068,0.17508,2.6335535,0.17508,2.6335535,0.0021573444,0.89001538,-1350772.3,-11752.421,2.4290448,-0.00010081438,CS0,4013.55889663407,56.5545889082572,171.324503138629,4.64794604432214,161.161101556846,3511.30061692969,2455.0,164786.0,10964.0
876000,55,1000000000,0,11,300.02397,0.1752,2.6513804,0.1752,2.6513804,-0.016473621,0.86188673,-1350629.1,-11655.978,2.4614563,-9.9802595e-05,CS0,4239.26908596858,66.7357134245218,145.820656151874,0.0,217.839278908799,3623.39956792844,2372.0,164870.0,10963.0
876600,55,1000000000,0,11,300.46846,0.17532,2.6362013,0.17532,2.6362013,-0.013193479,0.85945268,-1350811.8,-11608.202,2.4456487,-9.9391564e-05,CS0,4078.8637422336,73.7492981612668,180.426778617602,0.0,175.431011646497,3518.27001626481,2310.0,164715.0,10991.0
877200,55,1000000000,0,11,300.39262,0.17544,2.6603475,0.17544,2.6603475,-0.01395305,0.8783385,-1350800.2,-11749.11,2.466612,-0.00010058976,CS0,3927.88430677966,75.3113919288817,163.755560955048,0.0,209.602920822348,3374.33413069653,2301.0,164691.0,11003.0
877800,55,1000000000,0,11,300.69723,0.17556,2.6580896,0.17556,2.6580896,-0.024699355,0.85872184,-1350875.0,-11640.374,2.4704629,-9.9775485e-05,CS0,3959.7933957141,75.5024596105989,186.599348345211,4.02522239823237,147.154490621474,3435.52027256771,2349.0,164675.0,11008.0
878400,55,1000000000,0,11,300.77644,0.17568,2.6502776,0.17568,2.6502776,0.02922049,0.88564004,-1350808.8,-11883.794,2.4134265,-0.00010200489,CS0,4124.4980385068,82.8554794113904,172.125498365748,8.75423173580537,183.858735418563,3569.38314943467,2407.0,164594.0,11024.0
879000,55,1000000000,0,11,300.52424,0.1758,2.661819,0.1758,2.661819,-0.03159413,0.84730356,-1350672.2,-11591.762,2.4764372,-9.9025119e-05,CS0,4077.23841625345,90.8332023314479,184.097257958884,0.0,178.729143989496,3478.36648974574,2332.0,164607.0,11144.0
879600,55,1000000000,0,11,300.24655,0.17592,2.6933973,0.17592,2.6933973,0.014869552,0.87260575,-1350857.7,-11936.242,2.467796,-0.0001027679,CS0,4307.24126070258,74.32268791611,188.233213474,0.0,181.856943352045,3739.23278854665,2386.0,164590.0,11177.0
880200,55,1000000000,0,11,300.79395,0.17604,2.7190708,0.17604,2.7190708,-0.014088365,0.8964582,-1350838.8,-12004.802,2.5181186,-0.00010327713,CS0,4109.27495999845,90.9766483655579,166.483738935538,0.0,155.01820472062,3601.24239767761,2269.0,164667.0,11077.0
880800,55,1000000000,0,11,300.28675,0.17616,2.70877,0.17616,2.70877,0.0022850808,0.92157132,-1350887.2,-12108.755,2.4906357,-0.00010426233,CS0,3960.4171005114,86.5199178525742,160.482598415729,0.0,204.535733119954,3414.22975006839,2403.0,164523.0,11033.0
881400,55,1000000000,0,11,300.78719,0.17628,2.7334206,0.17628,2.7334206,-0.013660341,0.93288762,-1350835.2,-12175.493,2.517331,-0.00010513546,CS0,4013.32439398679,62.1218959632646,176.205364852764,0.0,107.429351450066,3555.07783894391,2368.0,164593.0,11124.0
882000,55,1000000000,0,11,300.31566,0.1764,2.7168275,0.1764,2.7168275,0.02260366,0.93345465,-1350665.3,-12242.953,2.4644505,-0.00010579393,CS0,4071.83410216362,73.1628861781034,182.071753180477,0.0,182.405380036476,3511.92093148573,2300.0,164289.0,11367.0
882600,55,1000000000,0,11,300.58273,0.17652,2.7454214,0.17652,2.7454214,0.019709619,0.92135324,-1350875.2,-12288.281,2.5057461,-0.00010643017,CS0,4149.59938730378,76.4561637822518,184.441395409466,0.0,191.469991476359,3573.45781370372,2422.0,164415.0,11379.0
883200,55,1000000000,0,11,300.6844,0.17664,2.7315257,0.17664,2.7315257,-0.00056352883,0.8852979,-1350854.6,-12054.2,2.5219564,-0.00010378036,CS0,4154.65692039425,55.606085680438,151.197985386636,0.0,152.091406016168,3666.01252629338,2370.0,164091.0,11343.0
883800,55,1000000000,0,11,301.03315,0.17676,2.7615597,0.17676,2.7615597,0.041518701,0.92470456,-1350880.6,-12425.943,2.4992839,-0.00010752971,CS0,4162.21300939594,90.4208623681002,138.032692555087,0.0,183.660826607225,3632.95292729637,2284.0,164022.0,11540.0
884400,55,1000000000,0,11,299.94839,0.17688,2.7404531,0.17688,2.7404531,-0.0260149,0.8858624,-1350943.1,-12001.002,2.5265405,-0.00010327633,CS0,4114.23686811059,51.4173167834287,165.271444101221,3.01069054537333,176.078395268882,3607.16569612249,2421.0,164192.0,11291.0
885000,55,1000000000,0,11,300.76882,0.177,2.7517519,0.177,2.7517519,-0.00257424,0.88630839,-1350731.5,-12118.287,2.5237915,-0.00010458447,CS0,4232.13209853467,72.9901970862287,164.340045769863,0.0,227.176218562941,3539.93870066773,2387.0,163891.0,11551.0
885600,55,1000000000,0,11,300.58152,0.17712,2.7611486,0.17712,2.7611486,-0.0057382943,0.88462699,-1350884.6,-12133.458,2.5536011,-0.00010456037,CS0,4089.75847041153,63.4303927986565,157.134338198018,2.15580045728628,163.353411438227,3545.02675796255,2396.0,163794.0,11442.0
886200,55,1000000000,0,11,300.06359,0.17724,2.7834293,0.17724,2.7834293,0.038238049,0.92776139,-1350914.4,-12498.096,2.5246511,-0.00010838466,CS0,3899.53024309378,73.8798669417579,181.038604038234,11.3409148339999,122.991234119786,3369.77722481249,2442.0,163683.0,11434.0
886800,55,1000000000,0,11,300.59672,0.17736,2.7394893,0.17736,2.7394893,-0.049784383,0.8861774,-1350978.8,-11919.608,2.5582454,-0.0001024967,CS0,3938.82063757878,77.3652811063291,169.657660184551,4.5831228968968,141.356493252088,3391.20012480926,2420.0,163957.0,11372.0
887400,55,1000000000,0,11,300.38512,0.17748,2.8039147,0.17748,2.8039147,0.021406507,0.93037881,-1350966.8,-12519.0,2.5552466,-0.0001085324,CS0,4121.83754241953,79.5340040845421,186.408582048802,0.0,199.443689310018,3511.75745173273,2456.0,163925.0,11288.0
888000,55,1000000000,0,11,300.79653,0.1776,2.7707581,0.1776,2.7707581,-0.0073606195,0.89090338,-1350760.9,-12181.003,2.5513426,-0.00010512844,CS0,4034.19017646573,66.0492864304916,155.267372017229,0.0,141.685237866655,3527.31031456937,2384.0,163835.0,11419.0
888600,55,1000000000,0,11,300.52436,0.17772,2.8265624,0.17772,2.8265624,0.026788111,0.93277461,-1350961.9,-12620.417,2.5689841,-0.00010944989,CS0,4127.66795048303,106.273619478782,165.372077653219,4.2612072378389,140.754178146956,3577.9395583384,2387.0,163773.0,11456.0
889200,55,1000000000,0,11,299.58191,0.17784,2.8269721,0.17784,2.8269721,0.014094421,0.9333286,-1350905.9,-12581.317,2.5807454,-0.00010932658,CS0,4191.3414508879,62.8923133317096,171.870249148269,9.91142594320648,163.514620747011,3657.18225791128,2518.0,163569.0,11383.0
