param_n_estimators,param_max_depth,param_subsample,param_colsample_bytree,mean_R2,std_R2,mean_test_MAE,mean_test_MSE,mean_test_RMSE,rank,mean_fit_time,std_fit_time
300,4,0.5,0.8,0.11783967912197113,0.19337068851639175,70.64091110229492,25937.6865234375,157.98212072072408,1,1.9954813321431477,0.011166832526514838
300,4,0.6,0.8,0.11649010082085927,0.1849457765186526,71.49556350708008,26683.017903645832,159.99120327866837,2,2.0114614963531494,0.0028217363379528675
300,6,0.5,0.8,0.10698719322681427,0.20070166825955313,71.51777267456055,26247.041015625,158.816122474475,3,3.5759525299072266,0.027344184026136652
300,4,0.8,0.8,0.10392546157042186,0.16246828372403221,72.32902145385742,27337.345052083332,162.04815699553748,4,1.9982284704844158,0.007065845138648017
300,8,0.5,0.8,0.09741775691509247,0.202145652407719,72.66625086466472,27047.555013020832,160.93063428144853,5,6.153991778691609,0.05153834826152425
300,6,0.6,0.8,0.09533287088076274,0.20378773853329313,72.64580917358398,27394.162434895832,161.88926936713258,6,3.723769505818685,0.0294976185606705
300,8,0.6,0.8,0.08908148606618245,0.19895366697920533,73.18759791056316,27583.997395833332,162.47508536400997,7,6.306194067001343,0.08064074601498226
300,6,0.8,0.8,0.07612760365009308,0.1941577885935832,72.7358029683431,27987.2021484375,163.78941906856434,8,3.747822364171346,0.02507200032286149
300,8,0.8,0.8,0.07452822228272755,0.18371051900696198,72.61761093139648,27946.063802083332,163.8374654425207,9,6.407415469487508,0.05371283000385257
300,4,0.8,0.8,0.0632973462343216,0.2651752876844759,73.22445678710938,27489.803385416668,162.0804696248621,10,1.8883715470631917,0.005513065236166178
300,4,0.6,0.8,0.05546302596728007,0.27937021668227985,73.67777760823567,27793.794596354168,162.69556120995472,11,1.933522383371989,0.014332838035701446
300,4,0.5,0.8,0.05196019013722738,0.2849034239072708,73.37223434448242,28619.707356770832,164.76581136428663,12,1.8004965782165527,0.0098051293010374
300,4,0.5,0.6,0.05032500624656677,0.27931728420828755,76.45837275187175,28362.1259765625,164.11931492955227,13,1.7298922538757324,0.004305580676335655
300,4,0.8,0.6,0.048001582423845925,0.2931569869250079,77.01053365071614,29054.461588541668,165.72396512782936,14,1.6083473364512126,0.011201430338140592
300,4,0.5,0.8,0.04772447546323141,0.2969759177906665,73.17166392008464,27758.413736979168,162.56362944174717,15,1.9144337177276611,0.008180790680108498
300,4,0.8,0.8,0.0475601057211558,0.25622502670184016,74.99511591593425,29100.443359375,166.29041220530496,16,1.9472399552663167,0.006968499688306023
300,4,0.8,0.5,0.04611703256766001,0.2978520848936382,77.16753260294597,29156.929361979168,165.96118130739913,17,1.5848418076833088,0.0033477093292477284
300,4,0.6,0.6,0.04229254027207693,0.3007049128842773,76.817933400472,29145.758138020832,165.83541658142693,18,1.676860014597575,0.0036567680510928443
300,6,0.8,0.8,0.041040981809298195,0.2856498295144509,73.89530690511067,28015.0849609375,163.45895692068905,19,3.006547292073568,0.008630421639023405
300,4,0.5,0.6,0.04024515052636465,0.30725902370038916,75.40039952596028,28512.6953125,164.3267535398559,20,1.6494639714558919,0.005497466696275066
300,4,0.5,0.5,0.03644838432470957,0.3131975340493123,75.75271097819011,28721.6396484375,164.81466404047282,21,1.622355620066325,0.003790792010501613
300,4,0.8,0.6,0.03477677206198374,0.29242643719060973,77.87260818481445,29728.017578125,167.41706220208093,22,1.6770854791005452,0.01746303187587852
300,4,0.5,0.6,0.03425907095273336,0.30772462179001414,75.76388168334961,29490.3994140625,166.8544272598871,23,1.5931538740793865,0.007677571084741015
300,6,0.5,0.6,0.03311309218406677,0.28515567828719823,78.35455576578777,29465.176106770832,167.00703850365593,24,3.006163994471232,0.007973906402620919
300,6,0.6,0.8,0.03259822726249695,0.30251497054443427,74.93644714355469,28561.08984375,164.61574518052998,25,3.1703871885935464,0.018388279982579206
300,4,0.5,0.5,0.03196356693903605,0.30911598188220785,76.28480784098308,29721.0029296875,167.424424236186,26,1.56275741259257,0.010635248687625647
300,6,0.5,0.8,0.03190688292185465,0.30900536221358427,74.10683059692383,28151.213216145832,163.58016939996975,27,3.081040064493815,0.031610576057435065
300,4,0.6,0.6,0.03165062268575033,0.30042545396419357,78.10483169555664,29896.0732421875,167.67858751288063,28,1.7359251976013184,0.004448459778313237
300,4,0.6,0.5,0.028494924306869507,0.3209162551810681,77.54315821329753,29572.006510416668,166.810070292604,29,1.6243117650349934,0.0034616168649051417
300,6,0.5,0.8,0.028347139557202656,0.31226063004966575,74.96412531534831,29613.9736328125,167.0430595396696,30,2.847235361735026,0.0329640117148467
300,6,0.8,0.6,0.028278857469558716,0.3085121305326959,78.70699946085612,30098.551432291668,168.35126840086926,31,2.6226112047831216,0.031593977576767594
300,4,0.6,0.8,0.02778575321038564,0.32214194025974496,73.02434666951497,28580.156575520832,164.5345204666156,32,1.850717306137085,0.006571903577649017
300,8,0.5,0.8,0.02737023929754893,0.30345105831474173,74.60243733723958,28463.541015625,164.35057163784197,33,5.056215127309163,0.08690749828370815
300,6,0.8,0.8,0.026911015311876934,0.27451054929542884,76.02020009358723,29803.775065104168,168.1143397130929,34,3.292572100957235,0.013489364275530751
300,8,0.5,0.8,0.025872990489006042,0.30390770971379466,75.19992446899414,29612.626302083332,167.07192871242017,35,4.49575138092041,0.047306011077995314
300,6,0.6,0.6,0.02585744857788086,0.3114277398874615,78.71803919474284,30226.7255859375,168.4505720631967,36,2.7449708779652915,0.02971003266971278
300,6,0.5,0.5,0.025625680883725483,0.3190402990593948,77.32791900634766,29609.406575520832,166.9953250566838,37,2.629518985748291,0.03196728554076653
300,4,0.6,0.5,0.024817749857902527,0.32685329911373884,75.8203010559082,29338.501627604168,166.34387292538864,38,1.5773874918619792,0.01509653818573791
300,4,0.6,0.6,0.02480652928352356,0.3278342795013554,75.37338638305664,29291.001302083332,166.19972789556803,39,1.6096803347269695,0.006751732088285207
300,6,0.5,0.5,0.02274790902932485,0.3175189147354465,77.73428599039714,30660.482096354168,169.56296499863677,40,2.4231409231821694,0.0078092591894798336
300,8,0.6,0.8,0.022696122527122498,0.30143616889433683,75.69481150309245,28990.5615234375,165.72895920027642,41,5.266954978307088,0.13043662391862657
300,6,0.5,0.6,0.022434622049331665,0.31942574121498674,76.88672383626302,30166.207356770832,168.4112695133599,42,2.4931591351826987,0.013883635442369088
300,8,0.8,0.8,0.020644719401995342,0.29855525929571775,74.6947758992513,28452.15625,164.6026949656153,43,4.8782852490743,0.057712599579731405
300,8,0.5,0.5,0.01982097327709198,0.3202168702511833,78.15604782104492,30176.158203125,168.3920555352466,44,4.161242087682088,0.05710117910573671
300,6,0.5,0.6,0.019820844133694965,0.32715561620040035,77.38548278808594,29579.601888020832,166.92613911640012,45,2.706946770350138,0.0015832411932003136
300,8,0.5,0.5,0.019755085309346516,0.3174140011280584,78.16180801391602,30951.146158854168,170.2233052001532,46,3.7865524291992188,0.060694356986968116
300,6,0.6,0.6,0.019212692975997925,0.3266952055040979,76.63547897338867,30044.230794270832,167.9932008746761,47,2.541619141896566,0.026239697403572286
